,弹幕,vid
0,2,000099
1,当初给的价格是大百，这么痛快拿到应该小千,000104
2,大宝,000116
3,合纵连横，老祖宗留下来的智慧,000100
4,开始读的时候引起极度不适。,000117
5,《随便》,000114
6,方言,000106
7,醒醒吧！你没有女朋友！,000108
8,没有感觉,000108
9,畅销不衰的原因就是中学生的必读书目。因为中考要考。,000117
10,就胡扯吧 首年现金价值都是不足百分之10的占大部分 ,000099
11,2,000099
12,做完之后，有孩子发现不是自己的了，,000118
13,小家伙,000106
14,能,000100
15,红领巾*23,000105
16,Pink floyd the wall,000105
17,哈哈哈哈哈哈哈哈哈,000105
18,明白了,000111
19,盲猜邮件合并,000125
20,冥器,000121
21,物理老师告诉过我们如果有人跟我们说有永动机的话抽他,000122
22,传销,000099
23,天灾！懂得都懂,000119
24,哈哈哈哈哈哈哈哈哈哈哈哈,000105
25,打卡,000096
26,方言,000106
27,透明层,000116
28,男的摸啊？！,000118
29,致敬,000113
30,大宝啊,000116
31,可是我不知道我该拥有什么。,000115
32,进去能练出火眼金睛,000121
33,这啥,000107
34,人类灭绝是注定的了,000119
35,1.3w听不见,000120
36,泪目,000105
37,没有常识嘛？,000111
38,1,000099
39,地府啊我去,000123
40,农夫山泉,000116
41,是的,000096
42,郁美净（）,000116
43,hhhhhhhhhc,000105
44,姐妹们快来看看,000108
45,哈哈哈哈哈xswl,000105
46,二桃杀三士,000100
47,？？？？？？,000115
48,泪目,000105
49,下次一定,000115
50,7年了，一周4次，没有什么不适,000109
51,2,000099
52,我觉得不错,000118
53,跟碳14一个道理,000119
54,五彩斑斓的黑,000114
55,默哀,000100
56,借你吉言,000108
57,好的，我这就去滑铲狮子老虎（doge）,000115
58,1,000099
59,wr我死了,000120
60,？？,000095
61,我想得这个病,000115
62,平安不就这样吗，合肥的都这样,000099
63,经费又有了,000119
64,hhhhhhhhhhh,000108
65,建国的红领巾闪闪发光,000100
66,？,000115
67,哈哈哈哈哈哈哈哈哈哈哈哈哈,000123
68,？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？,000117
69,今天21年2月25号，深圳的我在考虑晚上要不要开空调睡,000119
70,泪目,000105
71,咳咳，初三化学，懂得都懂,000122
72,油状的娇韵诗双萃,000116
73,官方吐槽最为致命,000105
74,镜子可以美化,000115
75,我在笑什么？,000118
76,----------------------------------------------------------------------------------------------------,000100
77,？？？？我开最大声呢,000107
78,小亮是水猴子，这里是永动鸡,000122
79,不是方言，两个物种是有生殖隔离的,000106
80,混干,000116
81,致敬,000113
82,好可爱呀 ,000107
83,？,000108
84,就哈哈哈哈哈哈,000115
85,义体了解一下，武祖向山报道,000115
86,一般,000115
87,娘们也能叠！,000116
88,？？？？？？？？？？？？？？？？？？？？？？？？？？？？,000119
89,好大的核桃仁,000115
90,有钱人花钱真的要加万字啊,000104
91,运费险,000099
92,欧莱雅,000116
93,我为什么会点进来,000107
94,物理老师一巴掌拍死你,000122
95,现金价值不是原保费,000099
96,屁屁吧,000118
97,泪目,000105
98,好家伙,000117
99,狂躁症啊,000117
100,默哀,000100
101,好的进我收藏夹吃灰吧,000101
102,方言,000106
103,直接邮件,000125
104,癌细胞太难了,000115
105,对，傅敏初中说想学音乐直接不让,000117
106,我可以！,000122
107,肥美,000106
108,明白了,000111
109,地理隔离产生的生殖隔离,000106
110,我在江西偏南就只穿了几天棉袄，后面就不咋冷了,000119
111,小学时候玩过,000122
112,卧槽,000114
113,哈哈哈哈哈哈哈哈,000121
114,泪目,000105
115,我今年40了，每天一次正常吗？​,000109
116,用过,000122
117,没镶嵌的好看啊,000114
118,666,000122
119,抓根宝,000118
120,大制作,000124
121,GTA5？,000115
122,红领巾*22,000105
123,没事也得给你捏个炎症出来,000118
124,义父！是我啊,000114
125,小学的时候经常这么玩,000122
126,哈哈哈哈哈哈哈,000118
127,？？？？？？,000115
128,只送大脑,000115
129,？？,000115
130,不至于不至于，你还是去给德州人科普下今年怎么这么冷吧,000119
131,泪目,000105
132,哈哈哈哈哈,000118
133,泪目,000124
134,《首 选》,000105
135,66666,000106
136,脚下有餐巾纸。,000105
137,就知道有这一点,000100
138,量子力学,000119
139,巨噬细胞姐姐,000115
140,投胎需要技巧,000114
141,666666,000106
142,茵芙纱真的好用,000116
143,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈泪目,000105
144,致敬,000113
145,还有，你现在的住址是哪里？,000096
146,新的,000121
147,9000,000120
148,我放下手里的书开始探索,000117
149,他们都在狂笑,000118
150,变向变了个寂寞,000116
151,低姿态逃生是因为有一氧化碳，火灾很多都是死于一氧化碳中毒而非烧死,000122
152,我们辅导员不讲他只关心就业率¬_¬｀,000111
153,弹幕怎么全是JOJO？B站卡了？,000122
154,替朋看,000108
155,感觉敏好惨,000117
156,来自官方的调侃,000105
157,人品有问题，作品却被宣传得这么起劲,000117
158,？？？？？,000121
159,我与曹贼何异？,000115
160,他们才不会讲,000111
161,看的好痛,000107
162,艺术生表示迷茫,000122
163,男的,000118
164,敢怒不敢言敢怒不敢言,000117
165,太真实了,000115
166,我同意！！！！！！,000100
167,佰草集,000116
168,2,000099
169,这可不兴摆啊，宝友！,000121
170,保护,000099
171,猝不及防,000107
172,我一个男的都觉得好好看,000114
173,生物的唯一学名都是拉丁文，既不是英文也不会因为是我们发现就用中文，望周知,000106
174,不对吧,000111
175,万年大沙漠,000116
176,我想天天都干,000109
177,哈哈哈哈哈哈哈哈哈哈哈,000105
178,广场协议,000100
179,读研呢,000111
180,明白了,000111
181,我毕业的时候找工作都要有两年工作经验,000111
182,想生孩子巨真实,000108
183,疯狂暗示，当我老婆这些就是你的,000114
184,明白了,000111
185,这个我们一年级时老班给我们做过…,000122
186,泪目,000105
187,打钱,000119
188,我家人会我面前,000107
189,你好啊,000106
190,牢底座穿兽,000106
191,日本是中端机床强，欧洲是高端机床强,000100
192,但其实第三个视频是2018年的,000119
193,好家伙,000116
194,摸一摸就知道了吗,000118
195,巧了，经济学也存在一个类似的康波周期呀,000119
196,川宝不容易,000105
197,心  肺  停  止,000107
198,？？？,000117
199,没人比它更懂新冠。,000105
200,大片啊，几个机位啊,000124
201,但是火大的话二氧化碳热量高不会那么容易冷却所以逃生还是要蹲着走,000122
202,2,000099
203,《好父亲》,000117
204,三件套,000123
205,黑欧,000104
206,保护,000099
207,好父亲,000117
208,丽水?,000106
209,保险不是骗子！保险只有两种特殊情况不赔而已,000099
210,盘他,000118
211,图灵测试。,000105
212,酸死我了,000104
213,我一个男的也想当你媳妇,000104
214,官方整活,000105
215,嚯嚯嚯嚯嚯嚯有道理,000111
216,一天八次，是不是废了,000109
217,颐莲,000116
218,致敬,000113
219,真买了。。。,000104
220,1,000099
221,家      教,000117
222,喜欢这样的美国总统,000105
223,这不初中化学吗？,000122
224,我想的病,000115
225,我直接嘿老公,000104
226,要饭区可赢了哈哈哈哈哈哈哈哈哈哈,000116
227,02表示越战越勇,000108
228,致敬！,000113
229,会买寿险和意外险,000099
230,送去考验人懂了,000114
231,这是什么家庭啊,000114
232,好可爱,000105
233,我一个女生确实会这样X﹏X,000108
234,这并不矛盾,000117
235,我靠,000117
236,哈哈哈哈这就是国家一级运动员,000122
237,明白了,000111
238,好漂亮,000104
239,1,000116
240,UP，你知道吗？我的三连是不容易的（Doge）,000117
241,我靠 都好美,000114
242,很快啊,000116
243,阴间鉴宝,000123
