,弹幕,vid
0,哈哈哈哈哈哈哈哈哈哈哈哈,000534
1,450,000558
2,所以呢 只有一种病 穷病,000544
3,网友给我发过,000552
4,好飒！好美！,000538
5,450,000558
6,哈哈哈哈哈哈哈哈哈,000534
7,草,000552
8,哈哈哈哈哈,000554
9,11,000535
10,致敬,000548
11,好看,000564
12,红包上限不是200吗,000543
13,老师好,000543
14,同专业路过，还在一线做设计,000539
15,老铁,000545
16,驾驭,000539
17,冰冰！！,000542
18,已经进去了,000547
19,王负剑?,000545
20,牛,000543
21,原来如此，我都不知道,000543
22,致敬,000538
23,睾剑离,000537
24,划重点 女他,000556
25,0/21/0,000555
26,确实好看,000550
27,wdf,000534
28,老师好,000543
29,不要工作的太快，不然新任务会来的更快,000536
30,b站推荐的什么玩意啊,000540
31,小城市跌？,000546
32,哇哦 哈哈,000552
33,多了去了,000563
34,什么沙雕题目,000561
35,牛批,000549
36,哈哈哈哈哈哈哈哈,000552
37,？,000541
38,你可以存2个银行啊,000551
39,建筑专业,000539
40,想我曾经靠给别人写作文换零食，现在冥思苦想写不出十个字,000535
41,致敬！,000548
42,文采不允许我这么做,000535
43,砍油踹,000534
44,致敬,000548
45,笑着笑着就哭了,000539
46,好锅,000556
47,老命运2了,000564
48,入狱吧,000547
49,台服这个翻译真不错,000563
50,值钱,000544
51,冲这个bgm，你币有了,000542
52,感谢祖国,000544
53,这些女的有脑子不用???有毅力饿着肚子也不愿意去跑两圈 nt???,000549
54,我被我朋友踢到过，一直疼的很,000562
55,世界本身就是一个狩猎场，弱肉强食适者生存,000539
56,所以年轻人能不生就别生了,000539
57,园长！,000542
58,耗内存啊,000553
59,阳光思维,000556
60,哦哦哦哦哦哦哦哦哦,000555
61,1,000535
62,瞬狱影杀阵,000555
63,1,000563
64,翻新,000545
65,姐姐帅,000538
66,一家人玩这个我都心痛我的钱不参与哈哈哈,000543
67,妙啊,000535
68,我与赌毒不共戴天,000543
69,缪糕！！,000562
70,木偶壁虎,000542
71,我相信运气守恒，现在赢的，迟早会输出去，还是踏踏实实当打工人,000543
72,我桥梁工程，毕业放弃设计院高薪选择人才引进进入体制,000539
73,毛不错,000545
74,可没这个基础呀，人直接学傻了,000535
75,贝爷,000542
76,值钱啊！,000544
77,哈哈哈,000558
78,吃那么多还想瘦，想屁呢,000549
79,全是假设题不成立,000561
80,鸡皮疙瘩,000535
81,恒河上游水葬下游收尸,000544
82,贴贴老婆！,000538
83,烬！也很帅,000563
84,剑圣:？？？,000555
85,说的轻送，,000544
86,闪电五连鞭,000555
87,代入感很强，已经开始吐了,000549
88,《毫无副作用》,000549
89,致敬,000548
90,560,000558
91,妙啊 还可以凑字,000535
92,巨石强森呢我记得也是一天吧？,000542
93,1,000535
94,我咋觉得，，，，有点像胡一天呢,000538
95,哈哈哈哈哈哈哈哈哈哈哈哈,000534
96,浙江大学,000558
97,西北政法,000558
98,卧槽,000563
99,up这英语厉害了,000553
100,致敬,000548
101,猫猫,000558
102,多喝热水,000562
103,逮捕马化腾,000543
104,我也有胃病，高中就有了,000539
105,天霸横空裂轰,000555
106,直接领导不会告诉你的,000556
107,慈 悲 度 魂 落,000555
108,标题,000549
