,弹幕,vid
0,1,000294
1,？？？？,000300
2,冈本的魔鬼,000318
3,吾辈楷模，教程有吗，我想试试,000304
4,我愣了一会儿，这不就是免疫活性因子嘛,000294
5,都是坟墓里的东西,000300
6,VAN♂？,000293
7,不对劲,000294
8,虽然剽窃文化，但是韩国是一个发达国家,000320
9,鸡蛋向下砸,000318
10,-17000,000314
11,作文标准素材（doge）,000317
12,人均,000320
13,潮州话(肉矮鸡）,000307
14,致敬,000302
15,哈哈哈,000322
16,曾小贤,000309
17,n本小说结合,000304
18,危,000290
19,怕死我了,000322
20,说学逗唱就剩唱了,000296
21,这是真牛皮,000304
22,那如果一个球,000318
23,2,000317
24,卧槽这是大哥啊,000309
25,你不解决根本问题，开发十胎也没用,000297
26,哈哈,000296
27,1,000294
28,大鲫鱼老实了,000301
29,确实确实,000317
30,123,000305
31,我选择5000,000316
32,吾辈楷模,000304
33,所以up是个韩国人？,000298
34,偷税回路,000317
35,？？您这是做地下工作的吧？,000321
36,1,000305
37,年级前十,000289
38,这不是人吗难道、、长头发的,000307
39,致敬,000302
40,2,000294
41,나 선생님 한테 3 만 원 넣 으 면 뇌물 이 야?,000291
42,我去！那个年代的一百万！,000320
43,弹幕护体,000322
44,?,000291
45,嗯，这个也没用。。。,000316
46,1234,000317
47,“打赏”,000291
48,奥力给,000319
49,简单说，没有良知,000304
50,寒假已经快完了,000317
51,22上岸,000289
52,怕正是因为中国太大文化太丰富加上没普及，有时候自己都不知道自己国家有这食物、习俗…,000298
53,不错！！！,000319
54,1,000294
55,11111,000319
56,他们敢吗？,000320
57,草！真实,000296
58,遇到大部分老年人,000304
59,保护,000322
60,麻烦阿婆给装回去，谢谢,000314
61,币有了,000289
62,？？？一万五,000291
63,给领导小孩包红包算什么,000291
64,哈哈哈哈c,000319
65,哈哈哈哈弹幕的争辩简直就是证实了视频的观点,000298
66,史蒂夫纳什,000289
67,文化本来就不应该以国界为准,000298
68,骂的一点都不过分呀！！！,000296
69,那活不到退休呢？dog,000316
70,呸，人那么多，不可能没了,000297
71,贤宝宝baby,000300
72,《我 的 一 个 阴 间 朋 友》,000300
73,我看成了Gundam,000318
74,误会,000300
75,求教程,000308
76,丧心病狂,000290
77,为什么我看到的是：一种本不该存在的东西：冈本,000318
78,全文背诵默写,000298
79,主要是年轻人口外流，所以出生人口下降,000297
80,弔图一堆,000296
81,11,000294
82,？？？？？,000304
83,刚学完材料力学表示看了很不舒服,000318
84,是人均吧,000320
