,弹幕,vid
0,那时候的两毛钱,000167
1,我国就没有枪啊,000171
2,乡土中国好评,000171
3,↑种曼陀罗花的那个是咲夜嘛www,000171
4,正如我们能听出来什么是四川或者东北口音 up也可以的 他们也感觉区别很大,000165
5,为什么不能直接for me呢,000170
6,一哥一姐们还记得我吗？,000172
7, 这眉毛怎么回事？？？？？？,000166
8,危,000166
9,紧跟潮流,000165
10,韩式英语,000165
11,现代工艺的蚕赤贫,000168
12,致敬,000164
13,非法携带枪械罪（doge）,000171
14,男男对峙,000166
15,致敬,000164
16,大鲶鱼老师,000168
17,致敬,000164
18,哈哈哈哈哈哈,000165
19,卷起来了嗷,000167
20,致敬,000164
21,苦海,000164
22,全世界的无产者联合起来！,000167
23,牛蛙,000168
24,致敬,000164
25,致敬！,000164
26,我动了,000166
27,这可不行戴啊,000168
28,乡土中国,000171
29,你币有了,000167
30,不兴耍,000168
31,赶紧埋了吧,000168
32,敢不敢来比划比划,000168
33,罗老师新年快乐！,000171
34,别瞎说，别人是“自愿加班”（狗头）,000167
35,老白,000172
36,哈哈哈哈哈哈哈哈哈哈哈哈肉肉,000165
37,交,000166
38,澳洲口音,000165
39,广权,000172
40,只有哈尔滨人觉得哈尔滨人说话没口音哈哈哈哈哈,000165
41,转了1毛能不拉黑吗,000166
42,最dream,000164
43,这也敢？这不就是伪造签名吗？我的妈呀,000163
44,淦,000166
45,就是这种人，推动着共和国前进,000164
46,以前居然还有加班费？,000167
47,绝对剩余价值生产方法,000167
48,给她给他给他,000166
49,还有加班费，太人性化了,000167
50,讲生活知识视野哪是是女人的一半正确,000172
51,现代残次品,000168
52,前面说可能真的当我没说,000166
53,没有什么能信手拈来，你必须非常努力，才能看起来毫不费力。,000172
54,前面的在说妮是偷国人？谁告诉你solo的造型是妮自己设计的？什么都要妮背锅？,000165
55,不是1000立案嘛,000166
56,佩服,000164
57,交,000166
58,问就是上周的,000168
59,难道一定要找到三十五个吗（doge）,000171
60,有英口也有美口,000165
61,哈哈哈哈哈哈哈,000166
62,我的北京来朋友找我,000170
63,哈哈哈哈哈哈哈,000171
64,最大的敌人:队友。“快干”,000166
65,她澳洲长大的，能不地道吗,000165
66,200没了,000166
67,你看动作片从头看到尾？,000171
68,有个锤子用,000166
69,wicked,000170
70,撒撒,000172
71,罗老师新年好,000171
72,拿枪指你你还不跑还敢往前,000171
73,劝你不要多管闲事,000166
74,还一斤猪肉九分钱，那家家过节就可以吃猪肉了，一天就攒下过年买肉钱了,000167
75,都喜欢,000172
76,energetic可以形容吗,000170
77,求bgm,000164
78,你把200给我啊,000166
79,@马云，进来学习,000167
80,还在山坡上吃草,000168
81,现在工业残次品，铜镍合金带点铅,000168
82,可以出个字幕咩,000165
83,致敬,000164
84,致敬,000164
85,勇子的锅,000165
86,已经辟谣了  ,000165
87,致敬,000164
