,弹幕,vid
0,这个卖骨灰盒的怕是要报应在子孙身上,000244
1,然后一次性打开「doge」,000277
2,我特么 还好哈哈哈,000244
3,致敬,000268
4,正道的光,000272
5,确实很一般,000273
6,舒服,000283
7,弹幕怎么这么多臭蝈蝻？,000263
8,???,000254
9,？,000260
10,2,000258
11,致敬,000268
12,一片黑,000277
13,哈哈哈哈，好可爱,000272
14,红色你可怜,000249
15,十年起,000237
16,钓吧老哥,000278
17,一房一车 价值200W,000286
18,打什么问号，确实啊。。,000263
19,？？？？,000260
20,笑死了哈哈哈哈哈哈,000272
21,我想做外交官,000243
22,666666,000272
23,■,000277
24,鬼片,000256
25,先别睡在一起,000263
26,哈哈哈哈杂质里面有杂质,000271
27,你喜欢你的孩子可能不喜欢,000253
28,还有锟和拷,000277
29,好耶,000273
30,我觉得可以,000252
31,pinyinwo繁体好评,000277
32,卧槽，有的时候晚上心有点刺痛,000257
33,害怕,000257
34,我下次带点假的去找钓鱼的换鱼去,000278
35,完了一直叫的doctor+名,000264
36,222,000265
37,哈哈哈哈哈哈哈哈哈哈哈哈,000244
38,没吃过,000262
39,哈哈哈哈哈哈哈哈哈,000272
40,只有疯狂科学家才穿着白大褂到处溜达,000267
41,心疼,000259
42,  李  宁  大  草,000250
43,累死,000260
44,你就是神！,000282
45,瑞秋姐姐帮我瞅一眼简历,000280
46,呵呵,000279
47,?,000256
48,哈哈哈哈哈哈救命,000244
49,心机boy,000264
50,2,000265
51,青铜鼎,000237
52,老师上课讲上千道题，有基本类似考了就说压中了,000281
53,漂亮,000272
54,屁股太性感了！,000259
55,我在大都汇博物馆看到也是好喜欢这些雕塑,000259
56,卧槽,000287
57,ohhhhhhhhhhh,000254
58,挡字幕的好讨厌,000257
59,就连被台词都被夸,000268
60,10w,000286
61,好ga儿们,000257
62,我会二胡 懂了,000280
63,老凡尔赛了,000268
64,2,000286
65,？,000260
66,吃人？,000277
67,所以说不生孩子，以后没人就行了,000249
68,这个用桶装水很好用的，特别是外出旅游的时候，校运会,000261
69,有法不依，执法不严，知法犯法,000249
70,她穷不是没钱，而是欲望填不满，很空虚,000268
71,nb,000287
72,青铜器都是犯罪,000237
73,这辈子不敢刷会导电吧,000261
74,哽咽着赚了几个亿,000268
75,u,000259
76,升华了,000257
77,真要搞全产业链，一点都不求人？,000258
78,送你妹的礼物 你喝醉了？,000263
79,哎，一年都吃不完,000258
80,1,000281
81,我去，我不信,000262
82,？？？,000263
83,大学扩招，哎，那以后会越来越卷,000281
84,他,000268
85,还有石鬼面？,000242
86,哈哈哈,000273
87,professor bai,000264
88,升官发财,000274
89,画大饼 喊口号在行,000249
90,盗墓,000237
91,说了个屁,000249
92,一般叫sir吧？,000264
93,致敬,000268
94,狗东西,000279
95,他就是母语者啊，加拿大华裔,000245
96,啊这,000256
97,粤语普通话都不是一门语言,000245
98,绝对不会过气！！！,000252
99,美国农业那是商业,000258
100,所以现在都不愿意种地,000258
101,德,000277
102,我也经常说yep？,000251
103,龟    仙    人,000256
104,卧槽,000287
105,什么金钱的力量 你当剑桥是有钱就能上,000251
106,狗东西,000279
107,中公的老总，是我们高中的校友,000281
108,这是土鸡蛋吗？这么小,000261
109,空卡好细心,000252
110,小时候经常干这个事！！,000277
111,哈哈哈好可爱的医生,000248
112,黑猪,000258
113,叫赛赛~,000264
114,无所谓，少一个也无妨,000272
115,笑死,000249
116,反手就是一个赞,000267
117,是python吗？,000277
118,22222,000286
119,这个鼎有大来历了,000237
120,这,000268
121,老丁头！,000277
122,技术保护机制,000258
123,华图前员工,000281
124,吊上来的怕是鲨鱼,000278
125,sakura,000252
126,真实,000265
127,1,000258
128,说得好，都是一帮丧尽天良的阴阳人,000244
129,见棺发财,000274
130,日语,000243
131,普通人苦一辈子为个啥？,000241
132,爱了爱了,000259
133,这个人也太不会说话了,000274
134,教授的孩子，那就更对了。唯物主义不信你这套。,000244
135,1,000281
136,龟龟队喘大气,000256
137,英国上学的可不是,000251
138,首页通知书,000272
139,2222222,000281
140,心疼,000268
141,这里的弹幕咋都这么恶臭,000258
142,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,000273
143,極,000277
144,就不会好好打工了,000279
145,见棺发财,000274
146,报了还不如不报 纯粹为了教学而教学 一点不实用,000281
147,好了，鉴定完毕。又是一个回形针。,000258
148,搅拌都懒的搅了。,000261
149,？,000261
150,1,000257
151,梦幻联动,000272
152,干爹,000262
153,没有纯的杂质,000271
154,主要看他为你花钱的目的,000263
155,太帅了,000272
156,绿茶,000263
157,觉得味道还可以,000262
158,？？？,000256
159,回归人性，文艺复兴的第一主题,000259
160,柏拉图,000263
161,财大nb,000287
162,快踩，有宝箱,000283
163,哈哈哈哈哈哈哈哈哈哈哈,000275
164,是时间戳(chuo)。。。stamp的意思 意义是1970年第1秒至今总秒数,000238
165,其实这种人情世故很少有人会教你的，尤其是刚毕业的大学生，多了解人性的复杂，避免受伤害,000263
166,瘫痪警告,000266
167,哈哈哈哈哈哈哈哈哈哈哈哈,000265
168,见棺发财,000274
169,艺术！,000259
170,手,000265
171,完全猜不到结局,000244
172,鉴宝,000244
173,哈哈哈哈哈哈哈哈哈哈哈哈,000273
174,1,000286
175,见棺发财,000274
176,龟片,000256
177,拳头紧了,000271
178,财大牛逼,000287
179,2000?,000268
180,NB,000237
181,2,000281
182,现在不是每周工作70小时吗,000249
183,碎尸机,000261
184,啊这，我是对方送的礼物开心收好，下次送等价礼物的那种，但是，不同意婚前性行为,000263
185,o o o o o o o o,000245
186,对了!,000247
187,紧张,000240
188,这孕妇表情也太坚强了,000248
189,222222,000281
190,代入感很强，已经开始痛了。,000257
191,难吃还贵,000262
192,？？？,000278
193,100w+,000286
194,他嘴张开了呀哈哈哈哈,000256
195,贝尼尼大师,000259
196,不会,000286
197,最便宜的时候2.9hhhhhhh,000252
198,擓,000277
199,呜呜呜呜呜呜,000241
200,哈哈哈哈,000275
201,公务员多好的工作啊,000281
202,因为这个简介也是抄的啊,000272
203,一个嘴？,000258
204,？？？,000277
205,看过了,000273
206,加拿大人,000245
207,带你酸透商业背后的本质,000262
208,我跟你说我要报紧喔,000260
209,好家伙,000244
210,球鞋文化,000244
211,我们从双休改单休了，NND,000249
212,开了后面一段,000267
213,6,000281
214,吃人,000277
215,一个正方形黑块,000277
216,首页又出现了奇怪的东西,000256
217,打仗打后勤，十架换一架，你有那么多油吗,000258
218,玩具熊的后宫,000238
219,1,000281
220,你为啥合理化这些风言风语的行为？？,000263
221,我怀疑你在憋笑,000272
222,不能说完全一样，只能说语音输入,000272
223,不会,000286
224,一个包几十万，怎么不是一年？,000268
225,最他喵恶心的机构,000281
226,泪目,000271
227,ohhhhhhhhhhhhhhh,000254
228,比日本拉面店还贵！没人家好吃！,000262
229,bobdylan！,000248
230,宝友最终都成了狱友,000275
231,草,000273
232,？？？？？？,000259
233,希望吧，希望以后的孩子们可以体会到，我估计没机会了。,000249
234,什么声音？？？？,000256
235,替我朋友来看的,000256
236,处对象一定是女方亏是吗,000263
237,黑块？,000277
238,垃圾玩意,000261
239,过年休七天，本地人本地企业工作上班四天没加班费，外地原地过年的同事不用上班，说是照顾外地同事的情绪，合着我们本地人不算人。,000249
240,看房子就知道实力了，害,000243
241,／ ￣￣￣￣ ＼　 |　乀         　√   \　 ／￣￣￣￣﹉￣＼|　 ◉　      ◉      |   |   妈耶宝友，        \\　      / ▱\       ,000273
242,李逵和李鬼,000272
243,有 趣,000243
244,解锁了无用的技能,000261
245,卡子妈,000252
246,拿小黄鱼换的吧,000278
247,三秒就做完了？那做的别的事吧，反正不到11点不能下班,000285
248,好家伙，先是各一个上勾拳，暂时给了个眩晕，解决了后面的辅助后再解决了输出,000244
249,哈哈哈哈,000264
250,22222,000258
251,财大NB,000287
252,封面我以为是粑粑,000242
253,泪目,000241
254,根本没看,000267
255,瓜及其好吃,000268
256,？？？？,000256
257,你想到的都是员工思维,000249
258,男朋友:刚才咋回事,000244
259,？？？不至于,000244
260,这么难受的话题也要恶搞，真娱乐至死,000258
261,牛检察官哈哈哈哈哈哈哈哈哈,000242
262,哈，还有高薪,000249
263,乱开黄腔，棺材反光,000260
264,妈耶,000273
265,无期徒刑,000237
266,啊15分钟已上啊，那没事了,000257
267,工资谁给？！,000249
268,哇,000259
269,哈哈哈哈哈哈哈哈,000244
270,干货满满,000280
271,牛逼,000287
272,巧了 真还在用,000253
273,斜玉旁啊,000277
274,一个黑色的方块,000277
275,致敬,000268
276,卧槽卧槽,000256
277,哎呀，可以和范冰冰拜把子了,000268
278,真实,000265
279,不是好人,000253
280,所有教育机构老师都会参加考试,000281
281,........？,000256
282,要要要,000252
283,妈耶～,000273
284,是频率问题，这个频率木头不吸收,000283
285,硅胶,000256
286,脱裤子放屁,000261
287,哈哈哈哈哈,000251
288,听剧人想学法语，德语,000243
289,给自己找了个借口喝奶,000257
290,明显摆拍的啦~,000244
291,啸着玩游戏,000257
292,钓鱼要钓刀鱼，刀鱼要到岛上钓,000278
293,直接死刑,000237
294,这个兴摆吗？老师,000275
295,我收我爸骨灰时也是这样的,000244
296,老家就是广州怎么破,000281
297,太多了！！！,000265
298,凭什么,000268
299,升官发财,000274
300,做尼玛梦呢双休？我特么单休都没有,000249
301,告诉你（不可能）,000265
302,石头居然能挑成这样神了,000259
303,草,000271
304,男权压迫，气抖冷，女人什么时候能真正站起来,000241
305,第一次看龟片,000256
306,洗黑钱（手动滑稽）,000283
307,这啥配音？,000256
308,万物皆可x,000286
309,有房有车,000286
310,超喜欢贝尼尼的作品,000259
311,石鬼面？,000242
312,2,000286
313,这个笔我也有，很好用,000286
314,钓鱼佬除了钓鱼啥都能钓到,000278
315,16-03-13,000238
316,雕刻出了软软的感觉,000259
317,？？？？？？,000267
318,说这么多没用的，就凭自己本心愿意一起睡就睡。,000263
319,黄片,000256
320,钓鱼佬永不空军,000278
321,他们撕下我们敦煌壁画的痛苦他们体会到了吗？,000259
322,我长期熬夜怕猝死,000257
323,每月2000工资的事业型人才,000249
324,现代工业的馋赤品,000275
325,我死以后请把骨灰直接扬了，谢谢,000244
326,如果产生电晕放电是有危害的,000253
327,蛋壳直呼内行,000281
328,？？？？？,000254
329,妈,000252
330,2,000258
331,泥土？,000237
332,。没钱就打野战，带回宿舍是啥操作？,000263
333,2,000258
334,865还差不多,000249
335,草,000271
336,2017-04-08,000238
337,蛮少的,000277
338,不靠谱就是骗人的？什么逻辑？,000267
339,但是老基金里面的钱也会被赎回，最终增量资金可能没那么乐观,000282
340,《博 人 传》,000271
341,经典咏流传,000271
342,卧槽,000287
343,中公恶心人,000281
344,2015-03-16,000238
345,目前就是大小周轮休,000249
346,哈哈哈哈哈哈哈哈哈哈,000244
347,牛逼,000287
348,凸i,000268
349,思聪几乎是最早一批干字幕组的,000251
350,好吓人,000248
351,？？？？？,000256
352,1,000258
353,英语老师都是这么教的,000251
354,洋餐我一般都不吃，觉得都是垃圾,000262
355,又当又立,000268
356,盒子越贵待遇越好，这跟赎罪卷有啥区别？,000244
357,这么少,000277
358,帅,000272
359,都当厂长去，谁干活啊,000279
360,中公垃圾,000281
361,废了,000261
362,up主難當啊，說大實話又怕被噴，不說清楚又怕誤解,000263
363,哈哈哈哈哈哈哈哈哈哈哈,000244
364,扭,000277
365,别想了，想买房你还想双休，只能是老板，还是能成功的老板,000249
366,阿拉伯语,000243
367,那些贪得无厌的人啦该拿什么来拯救你们坠落入地狱的灵魂,000268
368,为什么不是张三,000250
