,弹幕,vid
0,嗨！老婆！,000165
1,致敬,000164
2,哈哈哈哈哈哈,000171
3,嘎嘎嘎,000172
4,让他发个定位,000166
5,100块钱就这么没了？,000166
6,我爱吃面，吃遍上海每一家店,000170
7,董卿！,000172
8,偶尔看一看不乏味,000171
9,亲自上阵,000171
10,壕啊,000165
11,-200！,000166
12,尼尼尼尼尼尼,000172
13,出现人传人,000168
14,别管眉毛脸型，玛德，纹身就不一样啊，两张图片应该都能漏出纹身的,000166
15,我导师本人,000171
16,来的是警察，这次是你被举报了,000166
17,kfc,000166
18,致敬！,000164
19,这两个人是套装吗？,000168
20,致敬,000164
21,交交,000166
22,致敬,000164
23,我们一般跳着看,000171
24,权权权权权权,000172
25,一模一样,000167
26,全国空降，现在很多都是,000166
27,致敬,000164
28,陷阱，不用想,000166
29,有诈,000166
30,心中有道的人真好,000164
31,不为所动  a,000166
32,卧槽,000166
33,来了！,000170
34,加入实战就不乏味,000171
35,都喜欢,000172
36,对 身 体 不 好,000171
37,你是説現在吧！,000167
38,懂了，以后闭着眼视频聊天,000171
39,致敬,000164
40,。,000164
41,见封进,000172
42,致敬,000164
43,我承认了，我就是曹贼,000166
44,美国直接开枪,000171
45,lack还是当名词用吧？,000170
46,现代工业的残次品,000168
47,《真精彩》,000171
48,心有诗书气自华,000172
49,find可还行,000170
50,二道杵门子那个，哪个团的演员,000166
51,好好听的英文啊,000165
52,因为她队友是澳大利亚小玫瑰？,000165
53,机甲龙兽 ：？？？,000168
54,顶,000167
55,厚大币,000171
56,祖国强大起来吧！,000164
57,应该是新西兰那边的哟,000165
58,表白撒撒,000172
59,致敬,000164
60,桃李不言，下自成蹊,000171
61,我说起来估计也是这样，美式英式混着来,000165
62,彩英委屈但彩英不说,000165
63,我觉得干脆点把整个平台都举报了！如果可以的话,000166
64,致敬,000164
65,你没看懂会打马赛克。,000166
66,致敬,000164
67,是的 找不到工作转博了,000171
68,wc,000166
69,危,000166
70,@251,000167
71,九龙坡,000166
72,谐音梗扣钱（狗头）,000171
73,卿卿！呜呜呜呜呜呜呜呜,000172
74,我也看成妲己了，我是不是没救了,000171
75,不要,000166
76,好家伙，全是我们上课老师讲的,000170
77,现代工业的馋翅品,000168
78,罗翔の感悟,000171
79,我觉得贵了，所以没动啊,000166
80,机器人发的,000166
81,卿卿卿卿卿卿卿卿卿卿卿卿卿卿卿卿卿卿卿卿卿卿卿卿,000172
82,老实人,000168
83,这可不兴戴啊,000168
84,芦柴棒,000167
85,表白完撒撒表白董姐,000172
86,业界良心,000166
87,好家伙,000165
