,弹幕,vid
0,不要啊，快住手,000460
1,真实,000458
2,老政治课代表了,000458
3,中枪,000458
4,一般都是偷坟掘墓的后代留下来的,000468
5,666,000461
6,1,000456
7,我爱学习,000456
8,中枪,000458
9,已经设为浏览器主页,000461
10,人活在世上不就是为了麻衣学姐么,000465
11,果断三连,000461
12,对对对,000458
13,合着我看这么多动漫都学了些女生用语？,000465
14,双倍快乐,000462
15,好话谁都会说,000464
16,不过户就好了,000466
17,封面6：04,000462
18,大佬牛皮,000461
19,好好好，买买买，都说到这份上了,000457
20,白嫖失败,000458
21,1,000456
22,我这个21岁的小孩子很喜欢,000457
23,中枪,000458
24,二十一岁的小朋友也想买,000457
25,我只看共同关注,000456
26,反战吧,000460
27,up主很棒！！？,000459
28,→_→爱冰冰←_←,000456
29,三连了,000461
30,这个好诶,000460
31,1,000456
32,0,000463
33,伍六七里的杰克船长？？？,000462
34,1,000456
35,hhhhhhhhhhhhc,000458
36,2，我是张三,000456
37,1111,000456
38,谢谢你的科普,000459
39,哈哈哈哈哈,000463
40,爷青回,000463
41,沈阳人表示当时默认是:Abc123,000463
42,徐悲伤，哈哈哈哈哈,000469
43,要做的事：糊小勋脸上［Doge］,000458
44,有些人一辈子是穷人怎么改变都变不了的,000464
45,这个好，自己看完了还能送外甥,000457
46,你们有创造机器的力量！,000460
47,为了继承遗产？,000462
48,泼硫酸了吗这是,000460
49,kono  dio  da！,000465
50,30，看着你们那我还是浅了,000463
51,加油,000461
52,生化攻击,000460
53,每月的血液,000467
54,悟了悟了,000458
55,爱学习 ,000456
56,德普？哈哈哈哈,000460
57,学习去了,000464
58,点赞可以，三连别想。,000460
59,顿时升华了,000458
60,好多LOL队友也不幸患了这种病,000459
61,抱住脚一扯就完了,000462
62,公屏,000458
63,哈哈哈,000469
64,，,000456
65,双倍,000462
66,1,000456
67,磕巴了哈哈哈哈哈哈哈哈哈哈哈哈,000468
68,800,000463
69,这绝对没有2米6，这要是2米6，那旁边的几个女的都至少有2米,000462
70,好臭啊,000460
71,原来我03算年纪大,000463
72,可怜啊,000459
73,水猴子,000457
74,情趣内衣,000462
75,1,000456
76,我家现在还是xp,000463
77,csdn?,000461
78,这个男的也两米了,000462
79,哈哈哈哈哈哈哈哈哈,000469
80,卡盟是真的,000463
81,增加的还不是白捡的,000466
82,不配得奖那位建议你得一个,000464
83,没错了,000458
84,，这位置好像懂了,000462
85,下次一定,000458
86,不，就是爱冰冰,000456
87,羡慕了,000462
88,可以啊兄弟,000459
89,1,000456
90,好真实,000458
91,他脖子想必比我们强壮很多,000459
92,。。。,000467
93,不不不，还可以,000463
94,我也卡过   就是卡三大运营商   不过一般不可能是永久一般年底就没了,000463
95,但凡在东京住的都知道，这玩意男女的区分越来越模糊了,000465
96,这个我干过 三年之后掉了,000463
97,这也太牛了吧 ,000457
98,牛,000461
99,上周的,000468
100,1,000456
101,111,000456
102,共用电子对,000462
103,走弯路是一种成长,000461
104,尊重,000459
105,哈哈哈哈哈,000469
106,好家伙,000457
107,排面,000456
108,爱学习,000456
109,我15……,000463
110,1,000456
111,我玩那种猜字谜的游戏花了1000多块钱，我奶奶把我骂死了,000463
112,真实,000458
113,up要坚强,000459
114,.......44岁...从16岁生...现在是60岁....,000462
115,公抢,000458
116,上镜烦恼王冰冰,000456
117,当时刷过,000463
118,为什么看视频，是为了白嫖,000458
119,好家伙……我原来说的一直是男式的，我特么是女的,000465
120,真漂亮啊,000468
121,1,000456
122,刚刚好(✪▽✪),000461
123,666,000461
124,卖给别人，拿钱买新的,000466
125,尴尬,000467
126,锥龙锥钉！,000462
127,握柄还有纹,000468
128,王晓老公,000456
129,……,000462
130,觉得可以,000461
131,公 众 人 物,000459
132,这视频给我爸妈看不得把我打死,000466
133,不学习导致贫穷？ 哈哈哈 ,000464
134,卧槽,000468
135,好可爱啊,000458
136,都不给孩子留一口软的吗,000462
137,我是卡的短信,000463
