,弹幕,vid
0,后面那个小哥我可以,000498
1,这特么很不容易了,000504
2,看来大学得考远点了,000515
3,D？,000496
4,啊大新人叉腰！！,000512
5,19年 这个兄弟,000493
6,进都进来了，卸货,000508
7,哈哈哈,000516
8,糖蔗更甜,000512
9,厉害!,000486
10,放着我来，我用博士钻给他来一波,000528
11,北京中考,000512
12,期待,000518
13,BGM,000515
14,其实这披风真不碍事吗,000502
15,赞赞赞,000495
16,bilibili干杯,000514
17,哈哈哈哈哈哈哈哈哈哈哈,000522
18,三分钟,000529
19,进击的外国人,000502
20,一般不止一只，因为一只容易被吃,000501
21,首套利率也上涨，究竟打疼了谁？大家醒醒吧！,000521
22,我堂姐夫打篮球伤到脚去按摩店理疗结果撕裂性骨折,000497
23,提吧，把生物提上去,000516
24,进击的巨人番外篇之立体机动装置,000502
25,大一狂笑,000524
26,666,000496
27,红盟！鸿蒙！,000495
28,小丑竟是我自己,000490
29,有些怕中国步入美国后尘，但我们有不同制度，不同的国情,000520
30,我也有同款衣服和鞋子白丝，而且我似乎也拍过这个角度的照片…,000508
31,还偏光,000510
32,他脖子上那个疤肯定就是因为弄反了,000528
33,可以留学英国，不承认学历就好了,000492
34,这张牌没用，我掀牌桌,000492
35,卧槽,000496
36,木头:矿泉水你不孤独,000502
37,给你这个装备就是用来砍水瓶的？（doge）,000502
38,怎么在非机动车道上开？,000507
39,已三连,000486
40,这是天使吗,000504
41,C,000496
42,私企,000520
43,好,000517
44,你是只鸡,000501
45,bgm是Not angry ,000487
46,搁楞搁楞啊搁楞搁楞,000522
47,噶篮子,000490
48,顺便还能练RAP是吧,000529
49,你说啥，没听清doge,000529
50,空降02：45,000486
51,天呐,000527
52,流畅丝滑,000486
53,1,000531
54,打钱啊,000505
55,东哥保命,000491
56,哈哈哈哈哈哈哈哈哈,000527
57,下次一定,000514
58,我国的工人待遇也有待提升,000520
59,莫笑兵长一米六，小心后颈少块肉,000502
60,又相信爱情了,000504
61,4A这么玩也是牛B,000503
62,你币有了！！,000527
63,别给我在这扫了扫了的,000499
64,我玩过！！！！,000512
65,必刷视频就是个笑话,000514
66,帅是真帅,000502
67,放布的，应该是眼嘴位上的的,000500
68,ketchup.,000522
69,混入其中,000514
70,大二有时间,000516
71,yxh 懂得都懂,000528
72,别骂别骂了,000516
73,好活儿！,000520
74,品相太棒了啊,000493
75,台湾也是我们的，这算内部泄,000511
76,学废了,000496
77,c,000496
78,电锯惊魂行为,000528
79,高手,000530
80,我爱祖国！,000502
81,真她妈丢黑龙江的人,000511
82,我也是年纪第一哈哈哈,000496
83,哈哈哈哈哈哈哈哈哈英语好tm出戏,000502
84,卧槽,000530
85,哈哈哈哈哈哈哈,000505
86,不涨？4k收入，1w4房价，接着涨呗！,000521
87,？？？？？？？,000514
88,下次来个A的,000515
89,女美你谁？？,000516
90,哈哈哈,000495
91,哈哈哈哈,000527
92,山东人崩溃,000515
93,简单来说就是：降低开发商贷款金额，让开发商不再有那么大的现金流做更多金操作,000521
94,我先裂开,000497
95,房产税的是魔鬼吗？,000521
96,大佬归来,000495
97,辛苦了,000527
98,陕西排面,000515
99,哎 这,000511
100,最为文科生，我们做题就是这样的,000496
101,猫之巨人,000502
102,渲染农场，有钱呀,000487
103,哈哈哈哈哈哈哈哈哈,000487
104,牛批,000494
105,说了八分钟，对于狼人杀的技巧听了歌寂寞,000531
106,喵咪咪,000516
107,妈问跪,000486
108,贱笑,000514
109,火钳刘明,000486
110,这有五秒吗,000507
111,C,000496
112,4,000531
113,刷华为的是小学生吧？,000490
114,没用,000505
115,兔子白嫖,000497
116,就地正法,000511
117,藏狐啾啾鸟,000512
118,别逗了小朋友,000521
119,我有一个朋友,000515
120,呵呵,000491
121,笑死,000491
122,不得了不得了,000487
123,所以我学会了的话……只要是材料题我就不用记知识点了,000496
124,年薪百万还在乎这三连？,000499
125,期待,000518
126,老家已经回不去了，在老家等死吗？,000521
127,沃华,000511
128,走好,000486
129,？？？？？,000496
130,我一个大二生听得津津有味,000516
131,大佬云集,000495
132,黑龙江 哈尔滨人 火辣辣的疼 丢人,000511
133,明白了,000489
134,好可爱,000510
135,期待,000518
136,房地产6.5%，还算是合理水平,000492
137,优秀,000495
138,搞来搞去都搞死普通人,000521
139,我是橙色区域,000497
140,我们都是直接吃,000512
141,JY！囚徒！,000531
142, 好家伙找个天牛找着了,000510
143,升华,000531
144,在座的各位都是男生吧,000515
145,步子大了扯了蛋 你怎么去美国玩？,000491
146,哈哈哈哈哈哈,000519
147,50W只是警告,000490
148,全部国有化,000491
149,心肺骤停,000510
150,起飞芜湖,000505
151,呵呵,000525
152,哈哈哈哈哈哈哈,000501
153,中國市場出版社,000519
154,过不下去了 还生啥,000505
155,1,000531
156,大数据杀熟,000490
157,哈哈哈哈哈哈哈哈,000501
158,。,000486
159,light rail train,000522
160,湖北不是秋雨,000524
161,66666666,000516
162,三连,000521
163,多损哪,000500
164,心肺骤停,000510
165,明白国,000489
166,致敬！,000533
167,这是前辈们的女儿被拉出来表演才艺吗哈哈哈哈,000495
168,来了，来了,000495
169,@马化腾,000490
170,真。rapper,000529
171,肉鸽 哈哈哈,000501
172,抠???,000508
173,鸽子（2.3马赫）,000501
174,哈哈哈哈,000501
175,这是bee吗,000530
176,福建落泪,000524
177,嗯还早呢,000491
178,明白了,000489
179,背景音乐声音太大了,000521
180,哈哈哈对对对,000516
181,军...军火制造商？,000502
182,想给你嘴巴子,000509
183,袜子不要拖,000508
184,共您的产如何？,000491
185,好棒！！！,000487
186,主要是外流,000505
187,湖北生卑微,000524
188,大快人心,000511
189,不错不错，歪果仁动手能力就是强,000502
190,我擦擦擦擦擦擦擦擦擦擦擦擦擦擦，牛壁！！！！！,000487
191,对对对  头秃,000487
192,对，就那块，有时候麻疼麻疼的,000497
193,哦，是吗,000505
194,说明了都得死，终于知道原因了,000520
195,树:请打开麦克风交流,000510
196,期待,000518
197,萨莎布劳斯！！！,000502
198,我以为是精神科,000527
199,扇贝,000529
200,标题起的好绅士少不了,000508
201,、、、、,000514
202,蒸窘感染,000522
203,再认,000529
204,脚,000531
205,致敬,000533
206,感觉中国也有点走美国老路了。菜快和肉一样贵,000520
207,多笋那,000501
208,矿——泉——水——,000502
209,好帅好帅,000497
210,！,000490
211,用纸和笔来背单词，一天24小时不休息，也背不了500个,000529
212,云层厚大气逆辐射强，应该很暖和,000512
213,好家伙，考试题,000512
214,ohhhh ,000487
215,强烈期待,000518
216,伟大的人,000533
217,科研人员真的不是低收入,000511
218,期待,000518
219,这两天跌出9%,000518
220,刀郎：勿cue,000531
221,nb！,000487
222,？？？,000491
223,妙啊,000492
224,上年山东新高考模拟卷的刈禾女之歌也是做的很难，但达不到秋雨的难度,000524
225,技 术 官 僚,000491
226,甘肃哭了,000515
227,死人垫背钱,000500
228,确实如此,000490
229,致敬！！,000533
230,呀！！我们这的高考卷,000496
231,好家伙,000528
232,封面的人好像奎爷,000528
233,开洗了开洗了,000520
234,生出来给绑票,000505
235,死得其所,000511
236,下次也不一定,000514
237,哈哈哈啊哈哈哈,000522
238,妈呀,000487
239,死神来了,000520
240,哈哈哈哈哈哈哈,000519
241,七分钟！！！！！,000529
242,弄岗Nacy,000512
243,中国：你们在聊基建？坏笑,000520
244,土鳖能吃吗？大集里有卖,000510
245,这不比博燃,000516
246, 《人类早期驯服头发》,000487
247,陶 弘 景,000510
248,贱笑牌面,000514
249,不是为了教会孩子并建立兴趣，只是为了拉开分值差距,000523
250,原来百万还有B站号？？,000523
251,五彩椒好吃！,000512
252,甲的就是乙的！,000511
253,我们三四线都涨了,000521
254,刮了,000511
255,吓吓，又被谢到,000487
256,你在洗脑吧,000491
257,牛逼,000514
258,赛高尼嗨铁鸭子哒！,000528
259,泪目,000504
260,好麻烦,000487
261,山东听完了,000524
262,好吃。。。,000501
263,游戏打多了  肩周炎,000497
264,2,000520
265,没有刘彦春确实有点。。。,000518
266,2,000520
267,暗示阿里巴巴国有化（dog,000491
268,睁眼说瞎话,000532
269,我就是这样啊！,000529
270,china瞩目,000502
271,有4个突出的骨头的怎么办,000497
272,我小时候被这玩意咬过,000510
273,在基建这方面   世界上只有两个国家  那就是  中国VS外国,000520
274,程开甲,000511
275,我深圳人跑到了西北戈壁滩。。。,000505
276,致敬！,000533
277,这地方有点眼熟。。。好像我跟同学去过,000522
278,啵啵啵啵啵啵啵啵哈哈hbhhbvvbbbbbvvvvvvvvvggvggg,000503
279,2,000514
280,致敬,000533
281,期待,000518
282,真是,000531
283,塑料钻头，反钻，➕速度慢,000528
284,期待,000518
285,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,000501
286,何同学三杀,000514
287,白嫖已会，兔子掰飘儿~,000497
288,拿眼睛换颈椎，二换一,000497
289,多谢,000488
290,阿伟快出来,000501
291,期待,000518
292,真.社畜,000501
293,感动中国,000513
294,美国要不是有军事霸权，凭什么全世界抢钱。,000520
295,像极了营销号,000528
296,gg,000529
297,为什么我大二了还给我推送这种视频？？,000516
298,然后你们被教训……,000517
299,很厉害,000496
300,这漂亮，这妖魔鬼怪把，眼影涂的跟怪物一样,000507
301,别这样，你这样以后没人学了,000527
302,哈哈哈哈哈哈哈哈,000516
303,有点吓人,000487
304,为人师表,000533
305,致敬,000495
306,安徽高三吃瓜,000524
307,音乐好吵,000521
308,升华了,000531
309,，,000490
310,头痛的想死！还吐,000497
311,我听到咔一声 ,000497
312,恐怖如斯,000502
313,3,000531
314,没有百米冲刺吗？？？从1冲到4,000507
315,建议株连九族,000511
316,我再也不嫌弃长沙总在修路了,000520
317,我以为打枪的是猴子……,000512
318,姐姐！,000529
319,漂亮！,000511
320,大专适应性考试,000524
321,我记得我第一次学这个，教练坐车上指着我开一路，完了之后就下车跟别人聊天了啊捂脸,000507
322,首套为什么也涨,000521
323,respect,000533
324,双脚离地了！病毒就关闭了！,000497
325,换我我也会,000511
326,电脑好，我的机子一帧都不行,000487
327,2∶45,000486
328,？,000508
329,何不食肉糜？,000491
330,ig牛逼,000514
331,又双叒叕,000520
332,兔子白嫖,000497
333,化学作旧啊,000500
334,期待,000518
335,不知道,000492
336,歪门邪道,000508
337,我国著名男歌手,000531
338,害挺好看,000510
339,这么点钱,000511
340,哈哈哈哈，真不错,000502
341,咋认识的,000504
342,pcb啊,000514
343,1,000520
344,10,000493
345,扯淡呢,000509
346,还是得提高科研人员待遇，富养,000511
347,这家伙是无天吗？,000528
348,哈哈哈哈哈哈,000522
349,加工中心，害怕,000502
350,福建省考生再次哭泣,000524
351,寂静岭bgm,000521
352,我们还是不能放松,000520
353,早就可以了，特斯拉发明无限能源被封杀了,000491
354,好家伙，就这。妥妥的被骗进来了。,000508
355,metro,000522
356,好家伙！我直接好家伙,000491
357,牛,000496
358,减少员工支出，增加财富,000491
359,哈哈哈哈哈哈哈哈,000519
360,ohhhhhhhhhhhh,000487
361,立  体  劈  瓜  装  置,000502
362,恶灵骑士永远的神 反弹伤害,000531
363,你再骂,000501
364,谢谢阿婆主，我悟了,000522
365,做大了更不要脸,000490
366,鼻嘎齁咸,000497
367,赛ko你High貼鸭子大,000528
368,Low poly,000487
369,中国市场出版社,000519
370,自己说自己聪明可还行,000490
371,哈哈哈哈哈,000498
372,祖国终于强大了！开心！自豪！,000492
373,质量没有保障,000505
374,中国人工便宜啊！,000520
375,.,000486
376,脚,000531
377,游泳减肥效果不大。。。。。。。,000497
378,劳资就不生,000505
379,你鼓你的   我鼓我的,000495
380,真就有屏幕的地方,000486
381,帮朋友看的,000515
382,笑死了哈哈哈哈哈哈哈哈哈,000516
383,当时的杭州大学后来并入浙江大学了,000533
384,Ohhhhhhhhhhhhhhhhhhhhhhhhhh,000487
385,男   生   误   入,000515
386,大师,000496
387,高一新生英语听力就错一个,000524
388,刘强东的话算个屁,000491
389,去我的收藏夹里吃灰吧！,000525
390,1,000531
391,故意做错20分的题就行了,000516
392,13,000531
393,高一的怎么办,000516
394,冲坡刹车 你懂？,000521
395,斗罗大陆瞩目,000500
396,然后全篇都是这个记号,000529
397,不要意思 我叮当了一下 左右分明,000499
398,没感觉,000497
399,牌都不用打直接掀桌子,000492
400,歪哥！,000531
401,用脚踩出来的,000522
402,我的妈！,000512
403,只有魔法才能对抗魔法,000530
404,有你,000497
405,华农那出现过好几次了哈哈哈,000512
406,螟蛉有子蜾蠃负之,000510
407,我，秦皇，打钱,000490
408,祝福他们  真心,000504
409,爱国志士！,000513
410,50万？不好意思，下次还敢,000490
411,这种马陆被惊动时放出的气很熏人还难散，只可远观不可亵玩,000510
412,哈尔滨大学？？？哪有这个大学？,000511
413,唔!这个问题我已经困惑好久辽!,000501
414,卧龙寺NB,000514
415,我想起我爸了，他还在的时候我妈也是这样,000504
416,上海鸽=酱鸽，广东鸽=红烧乳鸽（不是）,000501
417,数学老师=静电章鱼,000494
418,哈哈哈哈哈哈,000519
419,谁爱生谁生去！！！！,000505
420,期待,000518
421,丁达尔效应！！,000512
422,看到刘谦了,000530
423,。。,000486
424,欲望怕是无底洞,000491
425,三联了,000489
426,男人不能说快，要说迅疾,000497
427,华务运动,000520
428,童话故事。,000491
429,开叉,000522
430,有本事就其好塞斯库强制成语,000505
431,大一笑了,000524
432,小时候吃过不好吃,000512
433,别放屁，扯东北的都是特务,000511
434,期待,000518
435,想到了小指头,000502
436,别说了,000522
437,那倒是给科研人员涨涨工资啊,000511
438,五————歌————,000501
439,河北减压哈哈哈哈,000524
440,大家好我是兔八鸽&@%$·^_^&*#,000497
441,四川还是失败下来了,000515
442,期待  期待  期待,000518
443,继续忽悠,000491
444,转弯过来为什么不直接进直行道？那条道不是非机动车道么？单白线并线？,000507
445,果然lpr是个大坑,000521
446,6666,000516
447,它在B地不就睡了？,000501
448,辛苦了,000527
