,弹幕,vid
0,哈哈哈哈哈,000168
1,@张仪@楚王,000171
2,你这条评论没有华丽的语言装饰，却以平实的真情打动读者，语句流畅，一气呵成，心理刻画和细节描写都很成功，给人回味之感!从文学的角度来讲，选材很是新颖，角度清晰可见，语言平实而不失风采，简洁而富有寓意，堪,000171
3,这就是才华和美貌并存吗呜呜呜,000172
4,无中生友,000168
5,啊啊啊啊好前,000165
6,致敬,000164
7,骗色犯 不犯罪,000171
8,一探究竟？是洞穴探险吗？,000166
9,致敬,000164
10,连加班费都没有,000167
11,直接,000164
12,看罗翔老师的视频不乏味 嘿嘿,000171
13,Find是说你丢了来找你,000170
14,交3000就不会伤害你了嘛哈哈，想伤害你的人会在乎那3000,000166
15,厚黑学那位可是我厚黑教的友盟！？,000171
16,撒贝宁！,000172
17,\,000172
18,草,000171
19,历史的轮回,000167
20,致敬,000164
21,哈哈哈哈哈哈哈,000171
22,这不是赌博吗？,000171
23,Jennie在新西兰读书的呀,000165
24,？？？？,000166
25,哈哈哈哈哈,000165
26,还有加班费，好讲究,000167
27,就当是一场梦，醒了还是很感动,000172
28,三天之内啥了你,000168
29,确认韭菜的身份吗？,000166
30,撒撒！,000172
31,泪目，致敬,000164
32,内卷,000167
33,秒懂,000166
34,被rosie带的，她是澳大利亚人,000165
35,只要我够穷够宅就不会被骗,000171
36,真的很独立。。,000165
37,只要够穷就不会受骗,000171
38,还有这好事？,000171
39,热乎,000165
40,像甜茶！,000170
41,《长得真精彩》,000171
42,这是我心里伟大,000164
43,有人觉得up长的像安妮海瑟薇吗,000165
44,尼古拉斯•翔,000171
45,致敬！,000164
46,表白尼尼！！！,000172
47,白岩松！！！！惊喜！！,000172
48,乏味,000171
49,致敬,000164
50,手段不新鲜但总有用,000167
51,华为,000167
52,撒贝宁和董卿！,000172
53,致敬,000164
54,挺胸而出？,000171
55,卡通的,000168
56,有钱人家就是不一样,000165
57,老乡路过,000168
58,基本工资也很一般，天天鼓励奉献,000167
59,致敬,000164
60,就是很喜欢她hhhh,000165
61,内卷,000167
62,都学着点,000167
63,致敬,000164
64,致敬,000164
65,奋斗的人生,000171
66,HannesWader,000167
67,这不好,000168
68,致敬,000164
69,人传人现象,000168
70,撒撒卿卿我的宝贝！！！,000172
71,起码有钱,000167
72,学会了,000171
73,致敬,000164
74,买副象棋,000166
75,这是酒瓶盖子吧,000168
76,你吼辣么大声干嘛吗,000168
77,辉辉这句好有感觉！,000172
78,没了,000166
79,哈哈哈哈啊哈哈,000166
80,妈耶！,000168
81,秀了,000166
82,安妮海瑟薇哈哈哈哈哈哈哈,000165
83,拒绝过度包装,000171
84,这人绝对是唐僧转世！,000164
85,开倍速啊,000171
86,这视频值得三连,000172
87,汉三别走,000167
