,弹幕,vid
0,正经人谁看直升机啊,000478
1,呱呱,000484
2,？？？？？？？？？,000475
3,新的老婆已经出现,000478
4,前面说洁厕灵，的，恶不恶心,000482
5,正在蹲厕所的我居然刷到了这个视频,000481
6,我替刘雨欣看看,000481
7,呱,000484
8,德州表示很赞,000477
9,你就说你收了多少钱,000485
10,哈哈哈哈哈哈哈哈,000476
11,牙已经酸了,000482
12,这个设计好！,000479
13,我最爱铁翼飞旋,000478
14,伏地魔,000479
15,环保局好棒棒,000485
16,嘬个栗子,000479
17,吸吸吸,000473
18,我帮宋蕊看看,000481
19,哈哈哈恍恍惚惚红红火火,000476
20,？,000475
21,原来是你,000472
22,帮朋友看看,000471
23,呱,000484
24,太纯啦,000476
25,中国人听不进一句批评,000479
26,狰狞杀手,000479
27,老婆小心胖子,000478
28,我的心已经是冰冰的了,000478
29,德国车开20年都没问题,000479
30,废了，多半是废了,000471
31,。这个bgm,000482
32,草,000472
33,铁翼飞旋,000478
34,我牙已经开始疼了,000482
35,报道,000484
36,有点像刷厕所,000482
37,太真实了,000483
38,补牙难受的就是喉咙有水排不出去,000482
39,心动了我淦,000478
40,我有一个朋友,000471
41,为啥我做的根管一点都不疼,000482
42,心虚的啊！,000485
43,记者6666,000485
44,蛀牙深的话就疼，浅的话就没感觉,000482
45,我帮李紫薪看一下,000481
46,？？？？,000475
47,上层阻力，已经开始窒息了。。。。,000483
48,草，走，忽略！,000476
49,直升机帅！,000478
50,洗海带呦,000482
51,不是污水你喝两口？,000485
52,怎么治？,000471
53,这个村真好,000485
54,顶起来！,000485
55,做个人吧,000485
56,好累啊2333333,000478
57,袁华？,000476
58,哈哈哈哈哈哈哈哈BGM,000482
59,现在……,000481
60,呱,000484
61,老公,000478
62,严查！,000485
63,我看到那次以为是铅笔屑成精了……,000476
64,报道,000484
65,？？？？？,000475
66,施耐德,000479
67,破音了,000478
68,老婆,000478
69,吸,000473
70,声音都要哑了，，哈哈,000478
71,我爱冰冰,000478
72,就黑社会呗,000485
73,腰疼,000471
74,哪个男生不爱看军事节目呢,000478
75,太漂亮了,000478
76,草,000475
77,草,000485
78,看着就疼,000482
79,吓死了,000475
80,妙啊,000479
81,91,000484
82,我四年的蛀牙没打麻药痛死,000482
83,无比真相、还不如计件工资多劳多得,000483
84,不是你喝，你说这个话,000485
85,你已经这么优秀了，自己想办法追我,000478
86,橡皮章多贵啊，补个牙用那干嘛,000482
87,太真实，所以我还有1年磨够15年社保,000483
88,咱们福建的,000478
89,呱,000484
90,嫁接技术,000475
91,sc记者,000485
92,吼吼吼吼吼吼吼吼吼吼吼吼吼吼吼吼,000476
93,铁姐姐,000478
94,老婆,000478
95,辣丝,000476
96,这音乐配的就离谱,000482
97,哈哈哈哈哈哈哈哈哈哈,000476
98,都是细菌,000479
99,好（指转头就忘）,000485
100,5角一度电，贵吗？,000477
101,你完了,000485
102,想要,000479
103,酸噬剂,000482
104,河长呢？河长制度呢？,000485
105,中不中？打人的黑社会也得判！,000485
106,高级！,000479
107,哈哈哈暴露年龄了,000477
108,关掉,000482
109,上班摸鱼姿势在哪？,000483
110,这直升机真好看,000478
111,吸,000473
112,辛苦了！,000478
113,我帮弯弯看一下,000481
114,跟管的别走 我牙根要被怼碎呼了 真的疼,000482
115,我认为应该立法反报复,000485
116,问题是没电脑，不是不想搜,000484
117,需要重视的不是这个厂和厂长，而是这个单位和局长,000485
118,我有个帝王绿的啤酒瓶子,000480
119,报到,000484
120,每天早上都有你，终于找到了,000472
121,一直都在摸，早都摸够了。,000483
122,不止在工作中，家庭中也是这样,000483
123,邱凯杰快点还钱,000481
124,话说我一个口腔医学生为什么会刷到这个视频。。。,000482
125,一定要严惩！顶起来,000485
126,十年起步,000485
127,我记得,000477
128,以色列？,000476
129,娜娜米,000483
130,自锁结构！很赞！,000479
131,我们人多交的电费多平摊下来就便宜，偏远地区一个价，以后人少了可能会涨价但是不会用不起！！！,000477
132,?,000475
133,大雁不配吗哈哈哈,000472
134,拔了吧,000482
135,害怕 你不要看我啊,000479
136,伤到神经了吧。。,000485
137,下饭,000481
138,迅雷,000484
139,嗯嗯,000485
140,感觉你要杀了我,000479
141,吓得我不敢去年均牙攻克,000482
142,这位亲在跟国营企业刚。,000477
143,走了,000484
144,报道,000484
145,强龙难压地头蛇,000485
146,首页？,000481
147,。,000485
148,好家伙，看样子是后面还有人,000485
149,不算贵,000477
150,《生物》,000476
