,弹幕,vid
0,谢谢姐姐,000415
1,对 我就是你们的朋友,000402
2,已经开始困了,000403
3,好优雅真的,000406
4,保护,000415
5,没有废话，好棒,000405
6,我希望你会心肺复苏术,000408
7,钩子消毒,000400
8,我会啦我会啦！！！,000403
9,跳你身上（狗头）,000418
10,让我来嘬一口~,000411
11,是这样的，弹幕别杠,000413
12,别跑,000418
13,蜘蛛控狂喜,000418
14,等面积法一步不就出来了？还搁那延长啥啊,000403
15,过了,000412
16,好看又有实力，这就是差距,000406
17,联合垄断肯定不会是件好事,000407
18,果断收藏 解决了我的大苦恼,000415
19,@回形针,000407
20,你用的啥相机,000418
21,来看妹子,000408
22,啧啧啧啧,000418
23,直接cos就可以了吧,000403
24,哇呀呀呀呀呀呀,000411
25,老家山里很多,000411
26,国有不垄断就是私有垄断,000407
27,其实个人觉得于baby而言，从一开始的喜欢就是在演戏。,000413
28,哈哈哈哈,000400
29,放开后，私营的涨，然后国营的也跟着涨，大家一起涨……,000407
30,我家狗子身上净是这,000411
31,室友酸了,000415
32,做辅助线不就有直角了吗,000403
33,好害怕,000411
34,哥 斯 拉（bushi,000411
35,来了来了,000415
36,直接软件求值就好了,000403
37,幸好手里拿着个扇子挡住了，侥幸逃过一劫,000411
38,我们叫鬼葛针,000411
39,一般真的是有钱的，都会低调很多,000416
40,哦,000409
41,保护,000415
42,一听就会，一写就错,000403
43,完了。。听不懂了,000403
44,我的树树于勒,000411
45,私有化给你加点重金属在里面要不要。,000407
46,后面的玻璃为什么会动,000415
47,我帮我自己看看,000402
48,魂瓶也玩？,000409
49,这应该算华罗庚杯里小学组的题，所以不能余弦定理,000403
50,头太重了，把空间压弯曲了,000415
51,优秀,000406
52,不就是氯化钠，那么贵,000407
53,不是说是一模一样，至少是毫不相干,000411
54,dua,000411
55,日本 直呼内行,000413
56,大部分就是利益,000413
57,如果一个初中题你要用一个高中定理去做的话，只能说你数学没学好,000403
58,妈耶，不兴带,000409
59,牛顿老师,000413
60,我电脑上软件一点就计算出来了,000403
61,最恶心的一对,000413
62,啊啊啊啊啊啊啊啊我爱科学！,000408
63,保护,000415
64,垄断,000407
65,一个人哭，真爱无敌,000413
66,还是好快,000403
67,这里余弦定理就可以了,000403
68,扎古?我tm直接往里面赛高达,000409
69,保护,000415
70,欢迎来到我在B站学物理,000405
71,ukpkmkk,000408
72,一个三维生物是永远不可能观察到四维空间的,000408
73,这个可拔来煮凉茶,000411
74,妙啊，我在二维屏幕上看见三维的你,000408
75,这字幕怎么有点昏.....啊我近视,000402
76,我做到了，由着自己爱情结婚的！,000413
77,资本可能为个人利益出卖社会利益,000407
78,成都外国语实验班前十清北希望很大很大 前面的不懂别乱说,000406
79,哈哈哈哈,000409
80,我们能做的，还有反抗,000416
81,主要这玩意儿没啥价值.你这盗出来不缺德呢嘛,000409
82,这有九寨沟那味了,000400
83,选C,000403
84,又是你,000408
85,哈哈哈哈哈哈,000411
86,噢桫椤啊，远古植物了,000411
87,你们是来学习的？,000408
88,ukpkmkk,000408
89,落落大方,000406
90,真的吗qwq我看到管培生还觉得挺科学的,000417
91,这点一次性手套无地自容,000400
92,平安,000413
93,辣子,000411
94,我们学校强制填。。。拿报到证,000417
95,京中有善口技者,000411
96,白票,000415
97,我喜欢up主,000408
98,部分私营是合理的，有人要买万元一斤的，得让他们买,000407
99,我可以,000406
100,保护,000415
101,见标进,000407
102,爱情，亲情，友情都是为了生存发展出来的。,000413
103,好厉害啊,000406
104,我大三回忆起被支配的恐惧,000403
105,我帮我宿友看的,000402
106,不看不看,000418
107,娜塔莎·罗曼诺夫,000408
108,什么玩意儿，谁都可以瞎逼逼,000413
109,烟越贵越好   用价格逼一部分人戒烟,000407
110,说实在话蛮漂亮的,000411
111,现在学习区都有虚拟up了吗，i了i了,000405
112,你这写bug呢？,000410
113,啊啊啊啊啊,000418
114,信私有化得利的是老百姓纯属脑子有坑,000407
115,陷之死地而后生,000409
116,印度阿三来的,000413
117,热乎的,000407
118,你不开美颜，开了咋了，有什么好说的,000415
119,平安,000413
120,平安,000413
121,我犍为的，大马桫椤湖一大片山。,000411
122,我的天,000407
123,快进到加班加群学习,000415
124,平安,000413
125,vup教物理？,000405
126,雷雷，人类产盐的能力是有极限的啊,000407
127,公知开始扯质量预警,000407
128,保护,000415
129,@回形针,000407
130,平安,000413
131,原来半佛口中的牛顿是真人,000413
132,感动,000415
133,盯着兔子牙难以自拔。,000415
134,德州电价便宜吗,000407
135,我帮我室友李涵看看,000402
136,笔芯,000415
