,弹幕,vid
0,盐铁官营,000407
1,夺笋呐,000409
2,三维空间想想四维空间？,000408
3,笑死,000413
4,。。,000402
5,为什么,000417
6,《面带微笑》,000409
7,我帮朋友看一下帮朋友看一下,000402
8,感谢瑞秋姐姐,000415
9,直接余弦定理,000403
10,猴大十八变越变越丑,000411
11,前面老猎人了,000411
12,这波，，这波是董事长，怎么举报啊,000409
13,一根针能有什么坏心眼呢,000407
14,平安,000413
15,前方高能,000411
16,一小时了，看泰森都性感,000402
17,国内囤盐国外卖？大妈在第一层？,000407
18,卧槽,000418
19,哈哈哈哈哈哈哈哈哈,000409
20,够挫的,000411
21,心脏骤停,000418
22,保护措施,000415
23,无聊  走了走了  明星无聊  聊这个的up更无聊,000413
24,《人脉》,000411
25,太棒了,000415
26,老婆好,000408
27,无中生友,000402
28,不是蠢，而是坏（指正）,000407
29,时间简史！！！,000408
30,气质好！！学习也好！！长得也好看！！！这是神仙吗？,000406
31,光明精灵？,000408
32,我死了,000411
33,真有道理,000413
34,？？？？？,000405
35,余弦定理,000403
36,我帮我朋友看一下,000402
37,优秀,000406
38,懂宗强者，恐怖如斯,000411
39,年入10亿，资产10亿，就是两个级别,000416
40,这清晰度！！,000418
41,不是因为招应届生国家有补贴吗,000417
42,刚刚放名字了，现在可以下了,000409
43,不是叫黄皮果吗？,000411
44,我完了,000402
45,大概是怕你没学过余弦定理,000403
46,可以可以学到了,000403
47,就是要与民争利，那些民都是披着民皮的资本家,000407
48,如果你乖给你买条该（不是）,000418
49,废话为爱情啊，不然干嘛结婚？又没人壁着…,000413
50,大学毕业的我都忘了余弦定理是啥了……,000403
51,卤蛋,000407
52,收入能排到前10么？,000407
53,白嫖成功,000415
54,大熊猫都要被饿死了夺笋啊,000409
55,滋儿哇滋儿哇滋儿哇滋儿哇,000418
56,咸鸭蛋,000407
57,我去,000411
58,我服了，你们觉得发小作文不需要构思是吗？一个个在这说五分钟足够,000413
59,嗖得寺内,000403
60,。。。这创意早有了，还有卖屁的。,000400
61,转了四十五度那个建议重读小学,000403
62,牛津比不上清华？？,000406
63,针不戳,000407
64,抢钱,000407
65,这弹幕真有意思搁着找媳妇呢啊,000408
66,余弦定理,000403
67,？？？？？,000405
68,真是有毛病,000400
69,哈哈哈哈哈哈,000408
70,笑死我了,000411
71,我竟然听懂了,000403
72,哦哦嗯嗯,000409
73,虚拟学习区,000405
74,前面看出立体几何的笑死我了,000403
75,哇这个湖好美,000400
76,非物质文化遗产,000413
77,这里指4d在3d上的投影不是2d投影,000408
78,有什么区别,000410
79,垮起个蜘蛛皮脸,000418
80,真实,000413
81,难怪涨价了,000407
82,平安,000413
83,长在腿毛上？！！！,000418
84,老熟题了,000405
85,仙人指路,000413
86,多功能腿毛,000418
87,哈哈哈哈哈哈哈哈哈哈哈哈哈,000409
88,好方法,000403
89,《赡   养   人   类》,000407
90,thank you,000408
91,哈哈哈哈哈哈,000411
92,新的盈利模式诞生了。。。。。 全体起立 鼓掌,000415
93,眼睛挺可爱的呢,000418
94,来个学习网站,000402
95,穷的越穷，富的越富，圈子不一样,000413
96,-,000403
97,妙啊,000405
98,相不相信哪一天直接涨到跟黄金一个价,000407
99,保护,000415
100,挺简单的啊,000403
101,？？？？？？？？？？,000418
102,好贵,000407
103,瑞文？,000408
104,为什么我会看到这个……,000402
105,心脏骤停,000418
106,不好，日本一次大地震后食盐的价钱狂涨几十倍，和肉一样贵。坚决支持国家盐,000407
107,嗯,000409
108,澳大利亚人狂喜,000400
109,平安,000413
110,那么问题来了，这盐，它咸吗？,000407
111,老师我想学嘤语,000405
112,滚啊,000411
113,不是1块钱一袋吗？,000407
114,当场去世,000411
115,然后呢？,000416
116,我害怕,000418
117,这个比女流美多了,000408
118,前方高能,000411
119,原来如此,000405
120,放屁……,000417
121,哈哈哈哈哈哈哈哈哈哈哈哈,000411
122,思维错误宇宙,000408
123,有点像晓彤,000415
124,前方高能！！！！！！！！！！！,000411
125,在三维立体空间中再加入时间纬度，也就是4维。比如随时间生长的植物，不同的时间它的三维立体模型都不一样。,000408
126,帮朋友看看,000402
127,伊利蒙牛,000407
128,做辅助线，让一个三角形旋转,000403
129,好家伙前面那个你别走，我直接抱紧我蓝原老婆们,000411
130,baby没想到黄晓明退赛。节目组剪了互动。,000413
131,黄皮果老开胃了,000411
132,别信富二代都是嚣张跋扈，自己想想，能挣那么多钱的人只会对子女更加严格。,000416
133,真实,000413
134,建系永远的神好吧,000403
135,这不是B站平均水平？,000406
136,泰勒,000408
