,弹幕,vid
0,蔚的翻译原版其实更有意思，但不解释我们一般看不懂,000555
1,戴老师，爱您！,000542
2,致敬,000548
3,巨魔战将？,000560
4,？？？？？？？？？？？？？？？？？？？,000537
5,好家伙 这种红包游戏最大金额不是五块了 穷人的泪水,000543
6,脱水！,000564
7,天天法考,000547
8,新说唱没你我不看,000534
9,问的都是人际关系问题，而不是干工作，这公务员考试真牛逼,000556
10,抱抱！！！,000539
11,已经有感觉了,000562
12,帮我朋友看一看,000562
13,打算自己把自己送进去吗,000550
14,并肩作战,000555
15,哈哈哈哈哈哈哈,000554
16,说白了就是甩锅,000556
17,哈哈哈哈哈哈哈,000534
18,害怕,000544
19,懂了，土地爷给的,000547
20,漂亮,000550
21,你这样答就把你的直属领导卖了,000556
22,过年好,000543
23,8759万只鸟 不信你去查 ,000561
24,武器A太草了哈哈哈哈哈哈哈哈哈,000564
25,帅啊啊啊啊啊！,000538
26,哈哈哈哈哈哈哈哈哈哈哈哈,000534
27,1,000563
28,588,000558
29,瞬狱影杀阵,000555
30,哈哈哈,000562
31,我拒绝，我选择运动,000549
32,420,000558
33,刑部侍郎,000547
34,ccccccccccccccccccccccc,000563
35,古惑仔系列,000563
36,唐代的怎么可能这么亮还这么鲜艳,000554
37,冲啊啊啊啊啊啊！,000555
38,和稀泥,000556
39,新人物,000543
40,进入你的身体,000563
41,值钱啊,000544
42,我与赌毒不共戴天,000543
43,千万别真的是这样啊,000544
44,哈哈哈哈哈哈哈哈哈,000552
45,致敬这些无碑人,000548
46,没空,000556
47,直属领导：我招谁了,000556
48,伞兵,000561
49,又是倒斗的？,000547
50,学会了，白嫖！！！,000543
51,你领导告诉你，你自己看着办,000556
52,cod14-附带伤害,000563
53,魔力,000553
54,这不Dota吗,000563
55,冰淇淋！,000564
56,瞎扯淡,000561
57,我都直接划走,000549
58,曾经一星期不吃东西的路过,000549
59,哈哈,000539
60,（好看）,000552
61,答案没毛病，现实是一起办,000556
62,你是个锤子,000561
63,直接退群（bushi,000543
64,给它搁楞搁楞奥搁楞搁楞,000560
65,擎天柱:wdnmd,000564
66,无期,000547
67,弯了弯了,000538
68,wc，原来我这么值钱,000544
69,贴身的,000550
70,极品好家伙,000547
71,猫抢镜了,000545
72,水字数,000535
73,570,000558
74,最后这个年头最长,000554
75,荷官啊,000543
76,叹为观止,000563
77,恐怖,000562
78,姐姐我可以吗,000538
79,我也以为是自我介绍,000544
80,地中海,000562
81,西南政法大学 ,000558
82,简媜！！,000535
83,同济不加班，应该是上海天华，HZS之流,000539
84,卧槽,000549
85,我摸不到纯粹是胳膊短,000549
86,并不是考察答案正确性而是考面试者逻辑思维,000561
87,开炮,000563
88,哈哈哈,000552
89,帅锅,000556
90,贵三专属,000564
91,好好没事干什么设计,000539
92,蔷薇,000543
93,不该原谅,000548
94,诶，我小时候就做不到反手摸肚脐hhhhhhhh,000549
95,这篇我看了诶！！！,000535
96,当然是陪她咯,000556
97,真理的味道比蜜甜,000535
98,性感罗翔，在线普法,000543
99,哈哈哈哈哈哈哈,000534
100,孤睾的传说,000537
101,脸还是那么丑也就没什么用。,000549
102,卧槽,000549
103,我想认识河南和陕西的朋友,000550
104,所以，我选择lumi,000553
105,？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？,000549
106,致敬,000548
107,狭路相逢,000563
108,柚,000553
109,致敬,000548
110,顶端优势,000562
111,598！,000558
112,平平淡淡才是真,000553
113,我教大家一个减肥的方法。把胃割掉。几年之后一具白骨白骨狗头,000549
