序号,vid,uid,弹幕
46980,11,852,这个雕文
46981,691,671,我老妈会给我推荐这种东西是什么让我们相遇
46982,756,163,爱学习
46983,58,73,已入股
46984,319,650,你家？
46985,69,36,要是房子不值那么多钱，可以不要吗
46986,56,530,厉害
46987,394,432,我用电话卡充过
46988,203,958,这马在蹲马步吗？
46989,546,694,1
46990,573,269,这么努力
46991,168,33,没有没有也就19
46992,0,270,嘴里含一个左右手各握住一个
46993,77,731,1
46994,645,358,罗老师？
46995,770,379,现在卡盟里的钻也能刷。
46996,63,444,为什么曝光我的两个老婆!
46997,658,458,我都思考过
46998,378,874,生产资料私有化
46999,727,384,1111
47000,497,534,？
47001,468,335,50
47002,627,657,改日一定
47003,644,5,吓吹
47004,542,445,100
47005,561,646,好可爱啊这哥们
47006,134,397,早产，怀胎七月生的，很难懂么？问号们？
47007,253,308,1
47008,257,150,加油
47009,123,18,我自己就能
47010,534,140,1
47011,577,28,我的QQ会员以前找人帮忙ahu
47012,706,432,200
47013,911,213,对对对
47014,425,919,你们有着爱人类的心
47015,192,543,家传的没事，别怕
47016,507,305,截然而止
47017,562,883,待会再说
47018,400,411,FD封包截取改绑定永久稳
47019,847,523,一次娶两个，，
47020,975,446,“不~~~~~~~~~”
47021,493,345,老公被打死
47022,362,303,公正？？？
47023,279,538,真漂亮
47024,5,516,屁  贫穷是因为不读书 
47025,594,834,灵魂拷问
47026,337,198,卡盟
47027,511,622,...好家伙
47028,851,494,好家伙
47029,840,657,气活徐悲鸿系列
47030,583,720,三鹿奶粉狂喜
47031,971,682,长得有点像祖国人
47032,560,849,这是士大夫的剑，高阶级的。
47033,396,707,卐
47034,387,169,《哈 哈 哈》
47035,906,710,这个控制肉鸡的动画，mad笑死我了
47036,651,402,翻译君！！(喊破喉咙)
47037,132,105,我同学的qq会员到现在都没掉
47038,302,787,真实
47039,769,390,.nb
47040,54,428,买的时候就写的我名字不就没事了
47041,355,47,噩梦笔记
47042,607,751,封面呢
47043,106,889,谁说的，我没看，宠物照样活的很很好。
47044,410,521,1
47045,491,512,TM的公证费没有上限吗？
47046,247,704,原来我一直在女的但问题是我是男的啊
47047,907,507,中枪
47048,129,700,11111
47049,480,170,"Soldiers don't fight for slavery, fight for liberty. "
47050,550,744,——兄弟们看热评对线！——
47051,132,45,确实是永久，但被检测到就没了
47052,234,409,直接抢吧
47053,356,121,哎呀 这女友太赞了
47054,802,766,我方无人侦查鸽
47055,534,238,味道难闻
47056,336,296,早就该让他死了
47057,573,190,坐几年牢算的？
47058,199,716,涨起来 谢谢 早涨早炸 快点涨吧
47059,958,245,郑达？？？？
47060,835,287,期待
47061,911,646,不错！
47062,30,477,大佬啊
47063,540,3,肠梗阻。。。。
47064,197,737,疾风亦有归途
47065,532,515,一脚踩上去啪的一声
47066,942,135,不要急，马上就表演魔法
47067,790,534,下次一定【滑稽】
47068,722,52,记起来
47069,41,575,迅捷斥候 信鸽
47070,634,901,还不是待遇不好
47071,16,977,买房等老了死了在考虑吧刚需太受伤了……
47072,753,233,人家跑了100年了不坏才怪，我们这才通地铁自然没这问题
47073,776,218,海灯寄眀霄
47074,255,82,c
47075,408,164,都写过
47076,951,824,最难的来了
47077,519,547,国企
47078,651,245,看到我，你就在一个小时后了
47079,389,341,哈哈哈哈哈哈哈
47080,776,241,期待
47081,380,748,还批发的自行车把
47082,447,935,普通人表示基本没听懂
47083,892,29,东哥比小马好多了
47084,732,111,只希望这个妹妹不要掏出来的比我们还大。
47085,959,19,哦哦哦
47086,732,464,哈哈哈哈哈
47087,909,601,来 听 B G M 的
47088,716,832,得加钱
47089,929,778,蛮快乐的哈哈哈
47090,974,446,开洞？？
47091,33,490,我帮朋友看看
47092,771,805,确实
47093,746,524,辛苦了
47094,104,904,期待，太期待了
47095,867,500,不是少林 秘传 很多都叫这名字 也不知道谁发明 谁正宗
47096,18,840,钱呢？
47097,655,867,没想到还是现场版童声
47098,549,594,期待
47099,878,175,xswl
47100,301,279,他一定没有闺蜜
47101,457,176,？
47102,338,313,111
47103,94,937,西贡咖啡……
47104,396,538,我记忆中房价最低的时候就是15-16年
47105,691,396,你们又替别人尴尬了
47106,401,157,关键是我连陈冠希都躲不过
47107,515,625,       6
47108,986,23,不能多印钱吗？
47109,788,823,我们就是腊鸡根本不会管你给你一点帮助
47110,618,713,星际争霸好看 不好玩
47111,688,954,感谢
47112,439,257,这玩意一科都卖好几万
47113,847,585,一边叫多生娃，一边就是飙升的物价
47114,893,788,动画片诚不欺我
47115,191,290,哈哈哈哈哈哈哈哈哈
47116,246,521,退一步海阔天空！有道理
47117,939,343,ohhhhhhhh
47118,673,896,金刚不坏童子身
47119,910,420,收藏夹，吃灰
47120,712,319,危
47121,294,264,国家辛苦培养的白眼狼
47122,584,721,当年我高考英语也是这样的
47123,248,963,太棒了吧！！！！
47124,177,784,雅思听力有拼写
47125,676,518,主要是心态，过于紧张的话，人的反应能力会低的多
47126,980,243,腾讯
47127,749,507,我一个没选生物的来干嘛
47128,19,126,星际牌面哈哈哈哈哈
47129,569,833,挪五公分
47130,802,464,和你
47131,549,454,易方达！
47132,764,518,捏嘿嘿嘿
47133,615,597,感觉早晚要崩盘
47134,204,128,233333
47135,757,515,投了投了
47136,297,484,无锡首套5.88→_→
47137,237,772,帮朋友看看
47138,761,606,浪里白嫖
47139,886,398,突然武起了大刀
47140,913,301,哇好长的腿
47141,334,453,国家养，子女养？搞笑
47142,433,782,呀哈哈
47143,898,349,为祖国感到骄傲
47144,516,465,阿里和腾讯都不小了，到该宰的年龄了。支持公私合营
47145,732,413,盗墓就盗墓
47146,782,309,这么重要的人，怎么还会缺钱呢
47147,456,730,我的妈呀路口熄火
47148,298,471,这是什么奇妙的音乐
47149,352,420,有手就行
47150,335,845,甲烷
47151,912,683,promise
47152,276,13,卧槽美女
47153,749,42,赛高泥嗨～铁呀子哒
47154,231,381,肯定还有穷富，科技研发，文化体育……还是需要人。
47155,125,78,不知道
47156,757,896,我捶死他
47157,927,461,666666
47158,873,929,第一眼以为是奥利奥
47159,607,0,鸡皮疙瘩
47160,217,450,没钱生
47161,91,777,林北放你个鸟
47162,218,664,50万是个严重警告，你觉得阿里会感觉不到？
47163,36,367,太厉害了
47164,887,357, 闪电五连鞭？！？
47165,230,184,错误率减半不错了
47166,662,829,东学西渐
47167,381,621,哈哈哈
47168,841,450,4
47169,433,972,。。。
47170,253,571,这是好事？。。。。
47171,285,527,我自己一个人
47172,253,260,有点像定格动画
47173,338,301,各位知道以后去哪住了吗？
47174,939,909,麻醉科？
47175,683,807,期待
47176,446,669,我觉得，好像，还要学医…？
47177,196,65,当场去世
47178,439,300,草，画中人
47179,777,598,我中弹了
47180,579,464,我悟了！
47181,617,865,好气哦 没有我大昆仑银行
47182,911,861,加油
47183,887,655,妇科
47184,429,72,我总感觉一切的一切想把人赶到西北地区发展。。。
47185,647,57,顶你
47186,756,790,憋笑憋的我内伤
47187,753,70,但是能钻破皮肤呢，除非没用力
47188,891,22,哈哈哈认狼发言
47189,11,418,物质财富极度丰富，你以为现在能达到？
47190,509,52,幼儿园手工现状就离谱
47191,120,786,Hhhhhh
47192,740,250,反着转
47193,770,510,普通大众做什么工作呢？
47194,611,816,专业
47195,88,31,有多少人是在同一条起跑线上？不过是你天真的想法罢了
47196,63,572,哈哈哈哈哈
47197,2,721,哈哈哈哈哈哈哈哈好活
47198,531,216,药水哥
47199,436,467,大佬
47200,801,522,但他们不愿意呀
47201,333,775,简单的题建议真的不要这样浪费时间
47202,5,63,期待
47203,613,375,666
47204,401,31,大一狂喜
47205,492,584,操
47206,728,863,wtf
47207,956,252,消止加在泵的出水口
47208,360,572,难搞了。。以后穷人基本都买不起了。
47209,536,899,谁在大兴安岭生孩子，大家仔细想想
47210,850,600,崇高的灵魂，令人敬佩
47211,279,931,家里电器可还行
47212,369,152,13
47213,89,445,涨！往死里涨！
47214,594,952,垫背钱
47215,277,716,派大星！！！
47216,870,559,哈哈哈草
47217,45,583,早看过了，其中三个采访者可以知道这是假的不过还是接受被骗了，因为这是他们的梦想。。。
47218,909,557,同期末历史单科王
47219,402,18,腾讯:这事儿我熟啊
47220,636,839,裹尸布上拔下来的？
47221,490,690,学学钱学森
47222,226,94,哈哈哈哈哈哈哈
47223,859,304,量词破碎
47224,397,206,大一狂喜
47225,463,250,白鼠
47226,662,380,炒房才能发财
47227,436,3,能吃 可甜了
47228,914,819,国家慌啥？？？
47229,531,132,所以，出一次任务要带多少鸽子？
47230,589,948,高一害怕
47231,212,447,起码还得一两百年
47232,31,793,给我整不会了
47233,583,65,哈哈哈哈哈哈
47234,864,965,6
47235,60,394,天，好诡异
47236,222,274,哈哈哈哈哈
47237,679,52,大一看得津津有味
47238,429,322,2
47239,241,802,我内科毫无存在感（狗头）
47240,604,191,兄弟开除
47241,574,931,房价这么便宜一点压力都没有。不用奋斗了
47242,428,698,网网
47243,441,807,妙啊
47244,344,715,首先，要有脑
47245,221,815,这么高的学历，可惜了，思想坏了
47246,929,709,是我了
47247,570,32,我就是生理曲度变直，老头晕
47248,487,623,有一种功法叫做一阳指
47249,908,578,好家伙
47250,734,8,辛苦
47251,313,414,我替蒜头看一下
47252,51,952,是的哈哈哈哈哈哈哈哈哈哈哈哈
47253,821,87,我替我朋友看一下
47254,106,842,不用了，你输了
47255,926,809,癢蟊
47256,863,28,真实
47257,178,658,skytrain只适用于温哥华吧
47258,515,318,？？？？？？当然要问钱啊，做义工吗
47259,934,464,2
47260,786,738,我一直在盯着那个猫
47261,363,146,好家伙
47262,688,835,真实
47263,374,318,你提醒我了
47264,964,890,哈哈哈哈哈哈哈哈
47265,383,45,红绿色盲诱捕图
47266,584,520,152正义考虑一下
47267,935,425,明白了一半
47268,64,419,1
47269,781,313,最多只能罚50w
47270,903,248,十年才56万？好牛逼啊！
47271,1,225,好
47272,95,564,2
47273,518,496,u/u:都是可以的。没必要强行区分
47274,577,932,neng岗
47275,779,548,Metro，说不定给你带到麦德龙去了
47276,908,66,OHHHHHHHH
47277,731,917,好美
47278,873,57,初一全对哇哈哈
47279,67,46,就像作弊 没抓到就是成功 抓到才叫作弊 现在也有
47280,359,70,NB啊，我刚考完期末，相见恨晚啊哭泣
47281,66,844,笑死我了
47282,295,909,临床药学才是最底底端
47283,549,48,好家伙电表倒转
47284,495,397,确实是可能，尤其是自动化人工智能的发展。但我们这一代可能是萌芽。
47285,670,564,神仙女友
47286,738,844,我们学校就种有一棵见血封喉被围起来了
47287,87,511,好
47288,771,251,死在了第一步
47289,342,304,开幕雷击
47290,387,479,所以这样的公司做不大
47291,18,472,下次也不一定
47292,835,397,致敬
47293,657,424,这种虫子 ，小时候经常抓来玩 ，我都是叫他水牛 。
47294,275,686,然后上海鸽就被广东人拿来煲汤了
47295,111,384,真大佬
47296,145,330,……
47297,77,850,细节拉满
47298,691,357,前面说足力健的，别看不上我们凯莉五代战靴好吗，凯莉穿着它南征北战拿过七次总冠军呢
47299,951,114,悠悠空竹？
47300,903,477,美美美 太美了
47301,475,394,美女你谁
47302,182,644,这锈太假了
47303,439,862,hhhhhhhhh
47304,186,491,哈哈哈哈
47305,180,656,山上笋都给你夺完喽
47306,751,893,不可能，这一定是假新闻，美国那么香
47307,744,441,2
47308,430,794,选对了哈哈隔
47309,869,797,1
47310,682,534,呵呵商人
47311,347,178,记笔记啦
47312,363,915,兵长：小伙子有前途
47313,89,406,钻眼球
47314,409,194,笑了
47315,165,704,哈哈哈哈哈哈哈哈哈哈
47316,1,616,研究生听的津津有味hhhh
47317,300,540,总有一款适合你
47318,933,324,不是分两部分么
47319,392,8,哦吼
47320,59,549,有效促进马？
47321,378,393,国内游戏靠小厂...腾讯
47322,672,338,ccc
47323,568,494,常规操作
47324,901,207,松果痰抖闪电五连鞭
47325,710,596,艾伦活生生被逼近了浴缸
47326,673,222,辛苦了
47327,909,704,我按错了吗怎么不痛，我明明有颈椎病
47328,444,196,好恶心哈哈
47329,215,81,太强了
47330,409,836,当然能听懂
47331,705,571,钱是最聪明的，放心他总有办法流到最赚钱的行业的
47332,663,833,艾伦被生生壁进了浴缸
47333,661,242,我觉着，我跟看着别人背单词背的贼快
47334,329,969,高二前来围观
47335,761,550,大佬们好
47336,984,415,汉水丑生针的不戳
47337,548,920,排面
47338,296,876,长沙：没我的事
47339,266,224,爱戴
47340,756,946,带个女朋友回家，结婚，现在小孩5岁了
47341,300,718,除了人数还得考虑时长等其他因素的
47342,477,448,哈哈哈哈
47343,759,89,主持人也太浮夸了吧，戏比台上都多
47344,373,254,背后图标 就不简单
47345,612,148,来了来了
47346,245,817,大骗子！
47347,218,978,哈哈哈哈哈哈哈
47348,271,767,up膨胀了，要的太多了
47349,332,743,伟'ga丁来微欧洒
47350,244,330,6阿好有用！！！！
47351,317,120,燃起来了
47352,255,100,晚上这个会发光
47353,973,286,牛笔
47354,390,524,噗
47355,514,709,我
47356,91,301,你要是妹子，十个你我也扛着跑
47357,415,143,致敬
47358,860,568,辛苦辛苦
47359,52,493,哈哈哈哈哈哈哈
47360,982,142,哈哈哈哈哈
47361,150,88,老八表示害怕
47362,352,210,我看到了什么
47363,541,418,抠脚
47364,143,576,要用魔法打败魔法
47365,604,841,都是眼……
47366,190,423,职业平等
47367,966,309,辛苦！致敬
47368,941,693,工具鸽
47369,424,203,曹雪芹的《红楼梦》就是在这写的吧（狗头）
47370,393,508,辛苦了辛苦了，我再也不催更了
47371,201,772,哈哈哈哈哈哈哈哈哈哈哈哈哈哈
47372,139,363,化劲
47373,335,869,我被吓到了。
47374,551,217,？？？？
47375,273,556,Wc
47376,220,22,我以为你叫我名字呢，吓我一跳
47377,383,683,！！！
47378,69,54,哈哈哈哈哈高一旁观！
47379,857,391,太恐怖了
47380,258,590,手把手教你app
47381,704,513,升华了
47382,487,720,我也是用的这款APP，名字：知米背单词
47383,18,919,热乎
47384,573,777,洛温nb！！
47385,732,555,我要推拿
47386,400,464,英国也ketchup
47387,113,380,现在都不回来了
47388,970,963,希望中国未来不要像美国一样
47389,869,331,哈哈哈哈哈哈这个手机壳
47390,37,817,尔等与曹贼无异！
47391,718,418,Metro
47392,4,398,哈哈哈哈哈
47393,796,438,期待
47394,297,379,这西瓜还要吗 不要给我吧
47395,977,631,把炮舰开过来瞅瞅
47396,28,546,只鸡？？？
47397,373,702,大三狂喜
47398,700,399,活这么大岁数了居然混成这结果真丢人
47399,211,63,不全是肠梗阻吧 普通肠道术前不是要吃泻药的嘛 
47400,698,63,还没到我们省
47401,791,163,有道理
47402,348,3,五禽戏多练习，啥都好了。
47403,414,850,996
47404,276,956,这在内侧车道太危险了
47405,746,973,卧槽
47406,68,531,首先排除BC，留消极影响，去积极影响
47407,320,812,期待
47408,539,616,三  月  加  急  最  后  一  期
47409,341,737,脚可还行
47410,652,631,嗨，这就是盗墓的
47411,849,696,致敬
47412,339,298,哈哈哈哈哈哈哈哈哈哈哈
47413,349,365,遗传简单但是我很容易错
47414,551,436,睡一觉认了新家怎么办
47415,890,833,涨继续涨，麻溜的涨
47416,768,945,辛苦啦啊
47417,476,746,托
47418,352,627,鸽子根本不知道自己在送信
47419,844,620,好壮
47420,162,145,二代消费
47421,656,776,？？？
47422,951,287,我一个上班族看得津津有味
47423,628,426,小丑竟是我自己
47424,507,164,哈哈哈哈哈哈哈哈
47425,616,691,新高考题量大，内容不再重抠字眼了
47426,823,168,啊这反手拿刀！？
47427,978,183,汽车撞墙了知道拐了
47428,538,90,下次一定，这个词让人感觉是朋友之间的玩笑话，挺有意思的
47429,301,810,物极必反，回光返照。
47430,234,892,好人没好命啊
47431,687,284,很对
47432,812,488,我不信，但我希望
47433,617,553,哈哈哈头发那个你羡慕科
47434,920,490,怎么说呢？很矛盾。
47435,686,828,我按的肉疼
47436,555,528,明白了
47437,42,179,dio狂喜
47438,966,251,全是大佬
47439,461,748,太真实了
47440,947,77,不这样说 你都上传不了吧 哈哈
47441,47,969,你是肉鸽无疑
47442,226,352,小型空竹
47443,499,576,期待
47444,153,93,？白激动了
47445,159,140,百万_你中戳中了中式教育的致命处
47446,449,971,上次给过了
47447,869,203,中国boy快来写论文
47448,448,350,两广市区的小孩也经常吃！！熟的很甜！
47449,517,919,了不起
47450,700,885,哈哈哈哈哈哈哈
47451,415,707,这发量不是我的吗？！呜呜呜
47452,847,818,6666666
47453,597,79,仙女下凡
47454,906,431,隔壁广东人走高速路过广西表示只看到了山峰，峰群和隧道
47455,767,526,???
47456,527,194,智子展开
47457,601,602,副     乳
47458,155,462,真囧感染
47459,906,735,开幕雷击
47460,202,439,还可以探索…
47461,786,486,放心，地理卷子上也有呢
47462,120,212,任贤齐
47463,809,878,摩拜大佬
47464,25,309,敢不敢说说国内的问题
47465,32,893,火火恍恍惚惚
47466,361,518,“我见青山多妩媚，料青山见我应如是”
47467,527,717,换个工作总可以吧
47468,479,777,可爱！
47469,947,852,谢谢！谢谢！已三连
47470,486,651,这反转，神了，哈哈哈哈哈
47471,738,680,哈哈哈哈哈哈
47472,473,673,空降2:45
47473,283,794,山西人表示很淦
47474,501,730,东北人嘴角疯狂上扬
47475,651,410,不知道前途有多好，你倒是说呀
47476,162,428,各位，up内蒙人谢谢
47477,535,871,下次丕定
47478,278,731,3
47479,547,368,花3万医生又不会赚3万。。。
47480,193,489,发量见实力
47481,859,470,《乱拳打死老师傅》
47482,764,56,青岛房价跌个屁啊
47483,381,4,宝贝
47484,208,245,右边玩家神情狰狞，略有所思
47485,408,604,喵
47486,870,134,？
47487,261,241,当代赑屃
47488,878,229,6666
47489,732,674,听不懂
47490,823,840,我出息了
47491,133,725,就是这几个当中的几个人 当年让五星红旗立在白宫网站啊 网安后辈前来致敬
47492,667,501,毕导
47493,903,21,我不信…美国人怎么可能变成这样呢…(战忽局警告)
47494,836,25,好耶 期待！
47495,218,513,d
47496,812,383,666
47497,153,437,那里开刀了，按上去麻木的
47498,785,482,肯定军用多了
47499,682,286,有点钱就膨胀了
47500,446,368,悬四级
47501,165,596,我不晓得我一个大二的在看啥哈哈哈，妹妹棒棒哒
47502,109,815,莹莹和冰冰我都让给你们，张扬我就带走了
47503,662,471,伏地魔
47504,248,197,原来我当初补牙的时候是这样的啊
47505,281,143,干的漂亮
47506,507,787,秀儿
47507,927,750,我朋友中了
47508,874,637,顶起来，内鬼抓出来毙了
47509,363,712,军用莹莹、民用冰冰
47510,8,328,等，等等
47511,479,688,我不要卡掉，我要卡妹儿❤️
47512,220,608,没必要吧
47513,760,201,边拉边看
47514,582,610,完了完了
47515,780,171,把老板想成皇帝中层看成大臣即可
47516,327,155,卧槽，设计师表示真实一批
47517,135,288,来草13啊，来草13啊
47518,253,11,顶起来
47519,800,77,帮我一个朋友看看
47520,432,791,美女
47521,415,712,酸痛
47522,835,710,是哦
47523,323,95,红红火火恍恍惚惚
47524,690,317,卧槽
47525,741,300,好美好美
47526,430,298,我帮屈鑫进来看看
47527,943,397,导航网站在哪里找
47528,730,250,把手裂开
47529,766,328,帮我朋友看的
47530,77,207,催生
47531,852,647,报道
47532,91,790,专情冰冰
47533,678,370,双厨狂喜
47534,67,930,报到
47535,671,385,河南周口都是土匪窝，本人在周口上过学
47536,260,581,师妹好！
47537,969,111,国网怎么了，说人不是好东西，你家是老赖给你断电了？
47538,364,157,？？？？？
47539,811,448, 白雪公主！
47540,124,697,兄弟们好
47541,654,122,不错
47542,447,901,把牙齿弄个眼啊
47543,385,487,我
47544,933,743,笑死了，up主有种鄙视发视频的人的感觉
47545,76,297,握草握草有点麻烦
47546,396,738,卧哩个槽
47547,804,466,真实
47548,350,895,我们用袋子 收起方便
47549,547,316,抱到
47550,945,281,找红果果
47551,470,705,胖了
47552,272,685,卧槽！我肾虚呜呜呜呜
47553,477,276,没冰冰好
47554,408,13,草 这个真的厉害
47555,303,2,好的下次一定
47556,451,893,呱
47557,685,73,布谷
47558,898,428,哇的一声哭出来了
47559,184,159,质疑国家电网，美国电力系统的工人会用汉语告诉你：没问题
47560,163,594,哈哈哈哈
47561,112,556,大白天你吼辣么大声干什么吗
47562,588,929,兔子牙太可爱了
47563,919,777,记者和电视台措辞和处理办法有些软啊，太过礼貌了，这种无耻之徒不必留脸面
47564,283,382,一般国家用不到这些技术。。有点类似淘宝的高并发，很少有国家有我国的体量。
47565,635,822,在拉了在拉了
47566,25,681,？不是村里的人不让他告密的吗？
47567,102,183,出镜警告
47568,148,793,打断施法
47569,814,719,新老婆
47570,247,47,得看以后想干什么工作
47571,187,70,呱
47572,920,202,我帮邓毅看看
47573,439,446,呱呱呱呱呱
47574,106,146,呱呱呱呱呱呱呱
47575,509,390,《全宇宙也不知道》
47576,827,67,咬 牙 切 齿
47577,55,290,这个高度至少200
47578,856,804,不打麻药那个转的一下进去整个人会抽搐的
47579,604,204,对٩(๑^o^๑)۶
47580,141,73,弹幕扣起来
47581,374,23,绿魔是你吗？（dogr）
47582,308,795,6666
47583,776,17,西方人怎么蹲
47584,250,793,一般用UC
47585,785,836,严查
47586,627,955,甲亢
47587,241,41,恶心特码到家了
47588,259,866,严惩
47589,216,801,天猴子
47590,583,460,保定基地
47591,536,901,小时候我们这叫孔雀虫
47592,479,154,再晃（?）
47593,238,462,所以星际争霸就不该免费的
47594,121,70,乡下巨多，我弄死不少
47595,258,282,我为啥子在看这个
47596,950,766,想起来
47597,197,912,哈哈哈
47598,531,704,纸箱在中国都是一次性的
47599,353,422,害怕
47600,941,632,最后一条没中
47601,492,740,哈哈哈哈
47602,42,145,祝上岸！
47603,584,68,就tm离谱
47604,346,896,哎呦
47605,617,178,我帮我朋友看看
47606,345,283,我帮唐靖原看看
47607,656,955,报道
47608,480,626,不许污水，我信你个鬼
47609,697,340,触目惊心
47610,624,433,央视近期都换美女帅哥了
47611,726,945,我从来没有用过纸箱子搬东西
47612,953,188,这倒不用谦虚
47613,701,85,多大了，信举报
47614,717,923,会打麻药 你感觉不到
47615,772,138,我“朋友”完了
47616,881,524,qqqq
47617,495,265,这才是真正的媒体人!
47618,465,7,呱呱呱
47619,986,683,这正义被欺负了，以后谁来承担
47620,445,373,肝疼的音乐
47621,663,640,小姐姐破音了
47622,962,859,哈哈哈
47623,521,481,傲娇了！！！！！！！！！！！
47624,29,920,？？？？？？？？？？？？？？
47625,317,955,《玫 瑰 星 云》
47626,67,530,纯纯纯太纯了
47627,183,424,卧槽卧槽
47628,909,797,国内故意设计不耐用的吧，像电器一样，用太久厂商没生意了
47629,194,97,我帮甘宇浩看看
47630,695,710,除了不举，好像都有点
47631,632,828,正常人都会怕冷怕热吧？
47632,613,375,都是假的
47633,617,356,桃酥？
47634,967,290,看着看着笑了，笑着笑着哭了
47635,699,425,害怕
47636,308,634,你不要这样，我好害怕啊
47637,383,640,我帮董捷看一下
47638,101,23,声音关掉看
47639,110,334,卧槽
47640,576,209,我泌尿科医生朋友跟我说，肾跟性功能根本就没有关系。天天一群人在那边瞎说
47641,4,965,贼眉鼠脸
47642,878,6,她还是那么大胆，她还是那么爱笑，以及她还是那么爱我
47643,828,100,我控制不住我自己
47644,28,945,原来是你
47645,423,351,Holle
47646,424,424,我帮剑桥看看
47647,7,885,为什么觉得可爱
47648,423,27,新老婆
47649,286,313,为什么给我推了这个
47650,774,790,i
47651,512,501,好害怕
47652,968,194,冰种飘花，这得小十万了
47653,896,899,这铁翼飞旋长得真不错
47654,530,219,卧槽
47655,260,563,胃病几十年，一点也不担心，早上一杯水，按时吃饭，啥也别管就好
47656,498,896,我去当儿子的
47657,641,172,哈哈哈哈
47658,566,326,九龙冰室
47659,905,773,装聪明
47660,265,862,考试前想着怎样怎样，有条不紊，考试的时候的心态是把题搞完就行了
47661,341,859,哈哈哈哈哈哈哈哈哈
47662,828,52,蒜你厉害
47663,117,273,所以你家上海市绿化都是树？
47664,537,907,我的脑子更值钱
47665,755,393,没必要这么笑。。。。
47666,296,475,姜维自杀的那把剑
47667,30,94,致敬
47668,806,474,哈哈哈哈哈哈哈哈
47669,366,965,台服翻译没什么意义
47670,100,419,我们有16张的
47671,658,301,我与赌毒不共戴天，势不两立
47672,524,238,卧槽
47673,612,865,《人家》
47674,895,335,卖糕玩
47675,796,93,致敬
47676,420,723,以毒攻毒
47677,73,955,生命形态瓦解射线
47678,308,856,值钱
47679,155,946,580
47680,300,316,老公老公老公老公我可以
47681,965,569,致敬
47682,731,667,我直接自信，嗨，老公！
47683,213,468,np
47684,682,754,糟粕
47685,802,864,嘿嘿
47686,629,500,重庆大学哈哈哈
47687,23,31,致敬
47688,468,327,斩马劲卒
47689,99,482,天华的吗？
47690,188,106,值钱
47691,165,298,这雕了个嘛
47692,37,241,致敬
47693,455,901,我又行了！
47694,291,400,这个人一定是渡劫期，他早已看清世俗
47695,757,73,致敬
47696,573,150,又要马儿跑还要马儿不吃草
47697,783,659,全压冰冰
47698,584,521,哈哈哈哈哈
47699,850,514,生孩子
47700,391,136,《初音未来的消失》
47701,502,613,绝了
47702,203,410,一步到胃
47703,911,849,尸体的器官好像不能用吧？为什么有人会买
47704,117,97,爱了爱了，关注了
47705,408,310,1
47706,611,557,火化吧
47707,774,664,泪 泪 泪
47708,284,962,这人连线的地方就像个销赃窝点
47709,618,228,老玩家限定
47710,835,765,水星播种
47711,507,450,中山大学 和她一起
47712,743,81,bzzbbzzb
47713,38,539,纳尔：呐啊！！！！
47714,439,261,安妮海瑟薇哈哈哈
47715,54,798,扯淡以偏概全
47716,502,817,盗墓贼
47717,692,545,郑爽说你呢
47718,319,885,贴合
47719,468,5,也许不够
47720,648,502,盲猜会有劫
47721,127,368,辞职
47722,363,406,一天天听英文歌日文歌听多了吧？这怎么阴间bgm了？
47723,635,807,真的好疼看着
47724,324,349,罪与罚
47725,144,545,害怕到变色
47726,404,837,你好好管好食堂饭菜就行了
47727,899,445,致敬
47728,457,254,你们不会真用这个找壁纸吧
47729,428,533,王者之拉
47730,377,335,打卡
47731,145,199,好帅
47732,720,470,别这样了
47733,45,767,塑料的吧，和暖水壶一个色
47734,37,639,满门忠烈
47735,537,894,大姨父？？
47736,345,87,2077
47737,284,631,我替我男朋友康康
47738,669,183,永远的神
47739,795,575,抱抱姐姐，年轻人要努力抗争，加油！
47740,74,757,眼睛一闭一睁
47741,834,767,我好像猜到是谁了
47742,958,84,好料得多
47743,970,146,罗老师您是怎么知道的
47744,668,173,写了阅卷老师不一定看得出
47745,815,932,小丑竟是我自己
47746,524,285,加油吧
47747,529,735,直播间代抽算不算
47748,129,375,↑你是魔鬼
47749,830,479,？？？
47750,288,181,就看你一本正进的瞎扯淡
47751,92,892,看起来是只乌云压雪
47752,102,137,乱开黄腔，棺材反光
47753,17,752,别骂了
47754,177,359,毕导：！
47755,127,835,恶鬼缠身
47756,921,970,高玩
47757,205,76,我胳膊短，瘦也摸不到
47758,125,431,450！
47759,397,777,woc，这年代还有人敢搞兵马俑？
47760,347,188,斩马剑？
47761,347,872,410就好，我艺术生
47762,387,325,管理咨询的奥义：一本正经胡说八道的能力
47763,343,613,华侨大学
47764,29,389,名场面
47765,59,554,三观很正
47766,907,914,还记得当年通宵开黑时队友大声喊出技能全称
47767,891,686,完美击杀
47768,528,504,你笑你m呢
47769,672,808,一个滑稽币给大家咕噜咕噜
47770,380,282,上海天华
47771,114,281,你再骂！
47772,178,106,我与赌毒不共戴天
47773,446,414,各种假设能得出什么答案
47774,549,710,五颜绿色
47775,20,809,好深刻
47776,481,680,鬼上身哈哈哈哈哈哈
47777,18,363,来了
47778,511,72,受才能成功
47779,10,148,620文科！！！！！
47780,557,977,致敬
47781,678,549,太帅了
47782,402,374,太帅了
47783,185,977,值钱
47784,823,588,要钱的
47785,370,40,是站焊的
47786,488,218,我吃过减肥药但当时没多想以为泻药就是减肥药
47787,418,772,2333
47788,777,509,以前我有个亲戚就玩这个
47789,706,184,deepl巨好用 很地道
