,弹幕,vid
0,果然，上海深圳都加码了,000521
1,好家伙！还有方言,000522
2,这题很简单啊,000496
3,放你的p、垃圾,000491
4,腮红鱼鱼,000512
5,无人机不香吗,000501
6,哈哈哈,000510
7,yo,000516
8,装备强化呢？,000497
9,ohhhhhhhhhhhhhh,000487
10,房地产拜拜了,000521
11,这手艺不去套马可惜了~,000503
12,刀郎就tm离谱,000531
13,这是牛币,000519
14,就这么点？,000511
15,太真实了,000531
16,台湾大佬,000495
17,期待,000518
18,兵鸽鸽,000501
19,0,000531
20,裤衩追不上,000497
21,广东也有啊,000512
22,你们现在看到的是立体机动装置的研发车间,000502
23,而你却只能歌颂，不能抨击制度。何其懦弱,000533
24,即刻强笑了,000502
25,我采过,000512
26,额,000486
27,完了我感觉自己好会。我一个选物理的,000496
28,期待,000518
29,我怀疑你聊场外,000531
30,短期措施，本未倒置。上房产税,000521
31,才七个月，真心祝福,000504
32,干的漂亮,000517
33,重庆np,000515
34,我们生物老师也推荐！,000516
35,东北人耻辱,000511
36,肝帝,000486
37,哈哈哈哈哈哈哈哈哈哈,000524
38,玩了这种珠子晚上尿床,000512
39,历史20还有救吗,000496
40,这什么单位？,000488
41,明白了。。。我先去学画画了,000487
42,猜对了,000496
43,哈哈哈哈哈,000519
44,哈哈哈哈哈哈,000516
45,生物80不是有手就行,000516
46,666,000516
47,卧槽弹幕都没去国外生活过吧，五六万年薪也就普通人,000498
48,期待,000518
49,豹王冰冰,000531
50,D,000496
51,真羊毛假羊毛,000494
52,说实话 我很怀疑,000504
53,献出心脏,000502
54,啊你别过来啊,000510
55,学到了！！,000488
56,钱给少？我想问下，df31只有这两个人研发是么？那些千千万万的研发者被你们吃了？,000511
57,哈哈哈哈哈哈哈哈哈,000522
58,没钱,000505
59,期待,000518
60,阿,000527
61,寒假作业六本三百七十页，另加八十五张单科试卷，五张理综试卷，小问题嘛,000516
62,通用技术课,000502
63,腾讯,000490
64,管我p事,000505
65,腾讯：我觉得我可以,000517
66,BJM是我们放学铃,000516
67,可以,000491
68,才相恋7个月,000504
69,中国人跑外国学坏了,000511
70,谢谢谢谢,000496
71,升华了,000527
72,p社玩家狂喜,000529
73,丝袜很关键,000508
74,马陆，千足虫,000510
75,没保存（doge）,000487
76,期待,000518
77,热乎的,000501
78,土 鳖 我 是 爹,000510
