,弹幕,vid
0,不是说好的鼓掌吗，怎么还用腰,000086
1,所以亲嘴会怀孕吗,000089
2,还涨吗？,000084
3,歪的？,000084
4,支持你们,000094
5,那我自己鼓掌呢,000086
6,我还看过,000094
7,头部效应,000084
8,都对上呢！难怪我上岸了呀哈哈哈,000083
9,？,000087
10,真实,000093
11,说了个啥？看到评论区原来大家和我想法差不多,000084
12,性教育每个人都该知道 无关年龄,000089
13,惨,000087
14,天天量刑,000088
15,日语,000083
16,还没试过就要走下坡路了,000086
17,又寸,000086
18,到底能不能买，,000084
19,油皮不怕,000085
20,间人直物,000091
21,喝水银by,000089
22,行家啊！,000085
23,\,000094
24,惨,000087
25,1,000083
26,狗胆包天,000088
27,还破例,000085
28,下辈子有着落了,000088
29,1,000083
30,你币有了,000084
31,地球要爆炸了,000084
32,这个拿笔姿势,000083
33,单身避孕亲测100％有效,000089
34,宜将剩勇追穷寇,000087
35,惨,000087
36,我进来干啥,000089
37,我在东莞～,000087
38,？,000094
39,贱笑！,000089
40,罗翔老师帮帮忙,000094
41,普通人应该咋准备,000084
42,死啦,000083
43,不对劲啥呀，广告在事务所,000085
44,？,000094
45,惨,000087
46,稀粥的？,000088
47,学废了,000093
48,卣,000088
49,1,000083
50,跟我一点关系都没有,000084
51,不要被这个骗了。因为2020年出售的钱赚地段的房子多于好地段。这个数据混淆视听了,000084
52,单身避孕实测有效,000089
53,物以稀为贵,000084
54,谁能做到？,000093
55,？？？？？？？？？？,000094
56,这播放量！！！,000086
57,房住?不，炒！,000084
58,告他让这个抄袭狗赔钱  ,000094
59,恭喜百大,000085
60,哈哈哈哈哈哈哈哈,000089
61,哈哈哈,000089
62,抖音不死，搬运不倒。出来接活了,000094
63,胡说你个屁，2017年卖掉亏死了,000087
64,天天鉴刑,000088
65,什么五遍？,000093
66,深圳的东莞,000087
67,惨到要出家了,000087
68,单词：指定没有你好果汁吃的,000093
69,这比例，考公呢？,000084
70,好主意，我去瞅瞅,000085
71,商卧槽,000088
72,我只关心小姐姐有没有对象？,000084
73,啊这,000094
74,杨湘玉来看,000093
75,最好的方式：单身,000089
76,来什么呀？都说了,000085
77,无中生友,000089
78,我不允许金教授弹幕这么少,000087
79,又是冥器,000088
80,单身避孕法,000089
81,醒醒你没女朋友,000090
82,哪儿需要一直看啊。。。买个计时器或者手机也有啊,000093
83,极度高兴,000089
84,普通人怎么办,000084
85,武汉光谷,000087
86,好家伙,000088
87,1,000083
88,一毛一样,000094
89,补水失败,000085
90,呵呵,000087
91,安排,000084
92,安排,000084
93,因人而异,000086
94,加加？,000085
95,大铁棍子医院找捅主任,000089
96,水坑保存得好啊,000088
97,?,000094
98,古振兴：很好，很有精神。,000094
99,放心吧。做不动不会超的,000086
100,魂瓶？,000088
101,日本呢？,000084
102,初一前來拜訪,000093
103,好家伙，这都能出。,000086
104,？,000094
105,现在搜一下可以看见他们公司的道歉,000094
106,明天,000093
107,夏洛,000089
108,？？？,000086
109,辛苦了,000094
110,35.3啦,000094
111,那女人呢,000086
112,111111,000083
113,所以我从来不说下次一定,000083
114,姐姐结婚了，我没有机会了,000083
115,东尼：你在内涵谁？,000089
116,三连的朋友们快教我怎么摆脱拖延,000083
117,惨,000087
118,嘲讽新东方,000093
119,我擦,000093
120,？？？？？？？？？？？？？？？？？？？？？,000094
121,因为非一线核心的房子不是资产,000084
122,惨,000087
123,残,000087
124,都不是事务所在这刷什么都,000085
125,过时了,000093
126,俗称“墁”,000085
127,惨惨惨惨惨惨惨惨惨惨惨惨惨惨惨惨惨惨惨惨惨惨惨惨惨惨惨惨惨惨惨惨惨惨惨惨惨惨惨惨惨惨惨惨惨惨惨惨惨,000087
128,房琪？,000089
129,前方高能,000089
130,沈阳也没降啊,000087
131,？？？？？？？？,000094
132,mu3u强加密《狗头,000090
133,抬呗,000084
134,你的身材就。。。懂了,000086
135,哈哈哈哈哈哈哈哈,000089
