,弹幕,vid
0,姐姐来b站了，大家记得去,000538
1,劲夫,000563
2,卧槽,000549
3,卧槽！牛逼！,000563
4,致敬,000548
5,卧槽,000544
6,南晓,000558
7,张三竟在我身边,000543
8,电次,000537
9,罗老师！,000542
10,人言否,000541
11,我来照顾你！！！！！！！！！！！！！！！！,000539
12,致敬,000548
13,哈哈哈哈哈哈哈哈哈,000534
14,谁给你讲的？,000561
15,无获得方式！,000564
16,眼睛一睁一闭,000547
17,密奥义，这就是你分手的借口,000555
18,本命,000555
19,郑爽：这题我会,000544
20,河南传统,000550
21,铜镍合金带点铅,000550
22,王者之拉,000563
23,神经病啊,000549
24,全场欢呼,000563
25,你tm吃的营养均匀点何必催吐,000549
26,镭射碗,000554
27,哈哈哈哈哈,000534
28,一步到胃里,000549
29,真实哈哈哈哈,000535
30,二级文物,000547
31,哈哈哈哈,000547
32,滚滚滚滚滚滚滚滚,000561
33,这都要和谐,000545
34,生单词开始多了起来,000557
35,致敬,000548
36,花鸟市场的鸟不配叫鸟嘛,000561
37,太真实,000543
38,建筑工程学院前来赐教,000539
39,乌鸦坐飞机,000563
40,1,000557
41,直接罗翔老师！！！,000542
42,？？,000549
43,600,000558
44,前面那个如果群主是澳门的 搞得我一个澳门人跃跃欲试,000543
45,我老婆出来了,000542
46,顺利上岸！,000558
47,12月网站，五月天网站，石榴社区网站，等等等等。,000536
48,不卷咋办啊,000539
49,骗子丧良心，女孩又懒又傻，但凡有一方不这样这事都不能成,000549
50,青钢影简直完美,000563
51,我直接弯给你看,000538
52,这个答案是培训机构给的答案，真的不是这样。正局长是主要布置部署工作的,000556
53,费佳！！,000543
54,木偶！,000542
55,老盗斗了,000547
56,草，放大了还真是盖尔大剑,000545
57,软文营销,000553
58,熟人介绍不花钱啊,000543
59,致敬,000548
60,打一顿,000556
61,最后肯定香菜,000542
62,我的妈,000547
63,祖  冲  之,000542
64,喝多了不长个儿,000554
65,感同身受，，，,000539
66,三木,000542
67,难受,000555
68,瞬狱影杀阵,000555
69,判刑老师,000547
70,所以才会想要克隆人,000544
71,月野兔,000564
72,哈哈哈哈哈哈哈哈哈哈哈哈,000554
73,probably not,000563
74,在家里可以镇邪。,000545
75,霸天横空裂轰,000555
76,致敬,000548
77,喂喂 你都拆零件卖了 还怎么见钱,000544
78,这他么一辈子都不会,000556
79,哈哈哈哈哈哈,000534
80,2,000535
81,一眼真,000554
82,590,000558
83,甘肃娃,000551
84,Google,000534
85,冰冰！！,000542
86,雷军,000542
87,丝印的,000550
88,抓不住我的未来了,000562
89,560,000558
90,正义！执行！,000555
91,是那种酸痛,000562
92,记得,000548
93,致敬,000548
94,恶魔,000544
95,一万双小鞋在等你,000556
96,？？？？？？？？？？？,000552
97,理科580,000558
98,猫猫！！,000545
99,Steam瞩目,000553
100,漂亮啊，真美,000550
101,不是的 翻译没问题,000557
102,南大,000558
103,致敬！,000548
104,致敬,000548
105,卧槽,000563
106,我都不干,000556
107,笑的我心都酥了,000538
108,致敬,000548
109,红红火火恍恍惚惚蛋黄派,000535
110,好帅呀,000538
111,正经人谁用wegame版,000553
112,卧槽,000544
113,学费了,000543
114,永远滴神！！！,000542
115,致敬,000548
116,？,000552
117,满门忠烈,000548
118,古惑仔了,000563
119,这就是社会,000539
120,艺术生表示想考四百五就足够了,000558
121,qnmb，不上了,000556
122,扯淡,000546
123,接化发,000563
124,亿米,000545
125,南朋友也可以,000541
126,买Mac 完事,000553
127,我没有，我听不懂,000534
128,致敬,000548
129,哈哈哈哈哈离谱,000554
130,以前叫落樱杀缭乱,000555
131,辱姆了哈哈哈哈哈哈,000534
132,左旋肉碱不好吗,000549
133,？？？？？,000544
134,哈哈哈哈哈哈哈哈哈哈哈哈哈,000534
135,教练我要学这个,000534
136,摘眼镜好好看,000539
137,蜜  菊  之  夏,000552
138,ohhhhhhhhhh,000555
139,哈哈哈哈哈哈,000543
140,瞬狱影杀阵,000555
141,1,000563
142,卧槽,000563
143,朔望,000555
144,黄字你是只字不提啊,000543
145,担心这点开机时间建议升级配置，配置不好你也不会搞这些花里胡哨的,000553
146,只是挖骨头还能接受，毕竟赚了钱又节省了土地，政府不会不批,000544
147,苏安！！！,000560
